"date","요일","가격","daedong_stock","서울대_s1"
"2019.9.26","목요일",916,7330,0.0624690134
"2019.9.27","금요일",1009,7110,0.0433455433
"2019.9.28","토요일",915,6960.426834,0.113712375
"2019.9.30","월요일",1089,7010,0.108710331
"2019.10.1","화요일",910,7060,0.0187338501
"2019.10.2","수요일",944,6700,0.0819070905
"2019.10.3","목요일",784,6700,0.0735632184
"2019.10.4","금요일",740,6840,0.020797227
"2019.10.5","토요일",729,6674.8823,0.00900900901
"2019.10.7","월요일",1116,6460,-0.0328874025
"2019.10.8","화요일",985,6500,-0.0240673887
"2019.10.9","수요일",1010,6616.883512,0.023923445
"2019.10.10","목요일",1155,6640,0.0537124803
"2019.10.11","금요일",988,6560,0.0904255319
"2019.10.12","토요일",892,6683.06213,0.104761905
"2019.10.14","월요일",1168,6670,0.0407608696
"2019.10.15","화요일",1152,6330,0.0945529291
"2019.10.16","수요일",1148,6330,0.0519630485
"2019.10.17","목요일",1229,6150,0.0859291085
"2019.10.18","금요일",1176,6300,0.0463968411
"2019.10.19","토요일",1011,6199.303516,0.0123203285
"2019.10.21","월요일",1412,6090,0.0583136328
"2019.10.22","화요일",1302,6210,0.178993435
"2019.10.23","수요일",1328,5960,0.0484581498
"2019.10.24","목요일",1075,5970,-0.00661157025
"2019.10.25","금요일",1263,5990,0.0874243443
"2019.10.26","토요일",852,5932.196681,0.0538720539
"2019.10.28","월요일",1140,6020,0.011299435
"2019.10.29","화요일",1263,6260,0.03673938
"2019.10.30","수요일",1009,6070,0.0576
"2019.10.31","목요일",1436,6070,0.161133603
"2019.11.1","금요일",1324,5960,0.202146691
"2019.11.2","토요일",935,5914.528495,0.00381679389
"2019.11.4","월요일",1154,6060,0.139784946
"2019.11.5","화요일",1112,6300,0.121461187
"2019.11.6","수요일",1018,6200,0.0468619247
"2019.11.7","목요일",1210,6100,0.098534202
"2019.11.8","금요일",1159,6060,0.0365726228
"2019.11.9","토요일",849,6067.529709,-0.0303030303
"2019.11.11","월요일",1173,6080,0.143835616
"2019.11.12","화요일",991,6050,0.138536585
"2019.11.13","수요일",1017,6010,0.179508891
"2019.11.14","목요일",1036,6010,0.0222371968
"2019.11.15","금요일",993,5730,0.130390144
"2019.11.16","토요일",1082,5696.466307,0.0352644836
"2019.11.18","월요일",1333,5770,0.044988161
"2019.11.19","화요일",1008,5660,0.0830449827
"2019.11.20","수요일",975,5480,0.0874213836
"2019.11.21","목요일",956,5440,0.0898760331
"2019.11.22","금요일",1000,5440,0.0279542567
"2019.11.23","토요일",987,5455.194585,0.00779220779
"2019.11.25","월요일",1103,5520,0.0337443219
"2019.11.26","화요일",992,5630,0.0350877193
"2019.11.27","수요일",1091,5660,0.201438849
"2019.11.28","목요일",976,5650,0.142773208
"2019.11.29","금요일",1033,5650,0.0728218466
"2019.11.30","토요일",935,5606.308927,0.0884773663
"2019.12.2","월요일",1239,5570,0.0577075099
"2019.12.3","화요일",1019,5570,0.0364004044
"2019.12.4","수요일",1035,5500,0.081998115
"2019.12.5","목요일",884,5490,0.0166666667
"2019.12.6","금요일",903,5490,0.0667957406
"2019.12.7","토요일",886,5489.69202,0.0235294118
"2019.12.9","월요일",1150,5490,0.0982367758
"2019.12.10","화요일",1045,5490,0.000708215297
"2019.12.11","수요일",1052,5510,0.111324376
"2019.12.12","목요일",1021,5570,0.135675348
"2019.12.13","금요일",1090,5580,0.107630522
"2019.12.14","토요일",928,5586.289032,0.0485436893
"2019.12.16","월요일",994,5590,0.0571428571
"2019.12.17","화요일",1093,5580,0.13229572
"2019.12.18","수요일",908,5620,0.0772569444
"2019.12.19","목요일",1005,5760,0.025
"2019.12.20","금요일",1005,5710,0.0243055556
"2019.12.21","토요일",1005,5680.020316,0.05
"2019.12.23","월요일",1050,5700,0.0822281167
"2019.12.24","화요일",998,5720,0.100536193
"2019.12.25","수요일",1104,5720,0.171631206
"2019.12.26","목요일",1126,5680,0.173302108
"2019.12.27","금요일",1044,5680,0.140410959
"2019.12.28","토요일",818,5676.045403,0.111111111
"2019.12.30","월요일",1137,5680,0.0959537572
"2019.12.31","화요일",1173,5712.999638,0.133067729
"2020.1.2","목요일",794,5730,0.137062937
"2020.1.3","금요일",1082,5680,0.085106383
"2020.1.4","토요일",1168,5576.227237,0.0733944954
"2020.1.6","월요일",1157,5530,0.0881670534
"2020.1.7","화요일",1171,5540,0.063583815
"2020.1.8","수요일",1200,5400,0.113881962
"2020.1.9","목요일",1170,5650,0.0549158547
"2020.1.10","금요일",1123,5700,0.0381760339
"2020.1.11","토요일",1212,5749.351113,0.125874126
"2020.1.13","월요일",1071,5800,0.147254576
"2020.1.14","화요일",1183,5790,0.0394511149
"2020.1.15","수요일",1129,5850,0.0932358318
"2020.1.16","목요일",1126,5870,0.0652866242
"2020.1.17","금요일",1194,5870,0.0392523364
"2020.1.18","토요일",1112,5854.323796,0.0277777778
"2020.1.20","월요일",1194,5850,0.074829932
"2020.1.21","화요일",1040,5870,0.0643185299
"2020.1.22","수요일",1029,5870,0.0733652313
"2020.1.23","목요일",855,5880,0.0812013348
"2020.1.24","금요일",634,5752.205902,-0.0126903553
"2020.1.27","월요일",0,5580.974015,0.074610245
"2020.1.28","화요일",870,5540,0.102857143
"2020.1.29","수요일",803,5610,0.141732283
"2020.1.30","목요일",1093,5340,0.0244618395
"2020.1.31","금요일",991,5200,0.115681234
"2020.2.1","토요일",1198,5125.817495,0.11372549
"2020.2.3","월요일",1250,5260,0.132972323
"2020.2.4","화요일",1172,5620,0.0772142316
"2020.2.5","수요일",1099,5600,0.118169399
"2020.2.6","목요일",1069,5600,0.128434505
"2020.2.7","금요일",1040,5850,0.139584825
"2020.2.8","토요일",1051,5925.512696,0.109979633
"2020.2.10","월요일",1070,5880,0.0856129686
"2020.2.11","화요일",1052,5900,0.00353773585
"2020.2.12","수요일",1044,6010,0.0323809524
"2020.2.13","목요일",1054,6100,0.124724062
"2020.2.14","금요일",963,6120,0.0466744457
"2020.2.15","토요일",1045,6068.674417,0.111111111
"2020.2.17","월요일",1174,6030,0.063
"2020.2.18","화요일",1010,6030,0.0273092369
"2020.2.19","수요일",1035,5900,0.0681536555
"2020.2.20","목요일",1116,5790,0.0588235294
"2020.2.21","금요일",1135,5630,0.037037037
"2020.2.22","토요일",1219,5366.808102,0
"2020.2.24","월요일",1138,5270,0.0181818182
"2020.2.25","화요일",1057,5420,0.102931152
"2020.2.26","수요일",1142,5180,0.131112686
"2020.2.27","목요일",1118,4870,-0.00893655049
"2020.2.28","금요일",1131,4515,0.0318066158
"2020.2.29","토요일",1205,4415.378927,-0.0567375887
"2020.3.2","월요일",1224,4595,0.0945003873
"2020.3.3","화요일",1144,4875,0.124213836
"2020.3.4","수요일",1229,4915,0.09875
"2020.3.5","목요일",1219,4980,0.115979381
"2020.3.6","금요일",1244,4860,-0.0326704545
"2020.3.7","토요일",1154,4658.893601,0.06875
"2020.3.9","월요일",1195,4575,0.0636663008
"2020.3.10","화요일",1164,4645,0.0842279108
"2020.3.11","수요일",1087,4485,0.078815261
"2020.3.12","목요일",1125,4220,0.0783200908
"2020.3.13","금요일",1288,3920,0.0643402399
"2020.3.14","토요일",1430,3868.59165,0.00418410042
"2020.3.16","월요일",1302,3900,0.048582996
"2020.3.17","화요일",1339,3815,0.0206896552
"2020.3.18","수요일",1376,3600,0.0725646123
"2020.3.19","목요일",1321,3005,0.109034268
"2020.3.20","금요일",1414,3185,0.0613397902
"2020.3.21","토요일",1448,3107.177829,0.0795847751
"2020.3.23","월요일",1548,2945,0.125088842
"2020.3.24","화요일",1440,3155,0.0699774266
"2020.3.25","수요일",1513,3415,-0.0218658892
"2020.3.26","목요일",1624,3635,0.0373563218
"2020.3.27","금요일",1567,3705,0.068762279
"2020.3.28","토요일",1424,3607.347299,0.0434782609
"2020.3.30","월요일",1908,3700,0.0733333333
"2020.3.31","화요일",1674,4075,0.0405727924
"2020.4.1","수요일",1716,3960,0.135616438
"2020.4.2","목요일",1796,4045,0.045532646
"2020.4.3","금요일",1639,4040,0.0593607306
"2020.4.4","토요일",1243,4033.7047,0.0062305296
"2020.4.6","월요일",1798,4140,0.0994803267
"2020.4.7","화요일",1404,4305,0.0553977273
"2020.4.8","수요일",1400,4235,0.0861650485
"2020.4.9","목요일",1405,4275,0.0717703349
"2020.4.10","금요일",1548,4280,0.127388535
"2020.4.11","토요일",1128,4209.880258,0.0231788079
"2020.4.13","월요일",1470,4180,0.0766666667
"2020.4.14","화요일",1334,4265,0.133140973
"2020.4.15","수요일",1309,4340.664871,0.116135663
"2020.4.16","목요일",1278,4415,0.0467219292
"2020.4.17","금요일",1235,4525,0.119503946
"2020.4.18","토요일",1168,4627.925245,0.0751879699
"2020.4.20","월요일",1718,4655,0.107913669
"2020.4.21","화요일",1596,4590,0.105791154
"2020.4.22","수요일",1484,4575,0.0838137472
"2020.4.23","목요일",1472,4575,0.100232198
"2020.4.24","금요일",1408,4540,0.115423902
"2020.4.25","토요일",1314,4528.900902,0.095959596
"2020.4.27","월요일",1622,4520,0.0268872802
"2020.4.28","화요일",1549,4495,0.101981634
"2020.4.29","수요일",1363,4520,0.104981474
"2020.4.30","목요일",1349,4540.29333,0.097826087
"2020.5.1","금요일",1342,4543.949115,0.142284569
"2020.5.2","토요일",1246,4540.630342,0.148760331
"2020.5.4","월요일",1495,4540,0.0921409214
"2020.5.5","화요일",1235,4556.039006,0.0475504323
"2020.5.6","수요일",1234,4620,0.0909939337
"2020.5.7","목요일",1155,4745,0.0937990581
"2020.5.8","금요일",1109,4845,0.133060389
"2020.5.9","토요일",985,4821.362807,-0.01
"2020.5.11","월요일",1160,4755,0.109526896
"2020.5.12","화요일",1250,4740,0.0792727273
"2020.5.13","수요일",1205,4700,0.0717488789
"2020.5.14","목요일",1237,4555,0.0888333928
"2020.5.15","금요일",1176,4630,0.104038005
"2020.5.16","토요일",935,4645.637733,0.048048048
"2020.5.18","월요일",1201,4695,0.212692967
"2020.5.19","화요일",1151,4870,0.0859060403
"2020.5.20","수요일",1098,4875,0.063450955
"2020.5.21","목요일",1096,4960,0.172006745
"2020.5.22","금요일",1100,4970,0.118696664
"2020.5.23","토요일",1198,4969.598562,0
"2020.5.25","월요일",1263,5010,0.151452282
"2020.5.26","화요일",1116,5050,0.117219589
"2020.5.27","수요일",1080,4940,0.0645629307
"2020.5.28","목요일",1213,4970,0.0240223464
"2020.5.29","금요일",1109,5200,0.12077642
"2020.5.30","토요일",953,5224.349152,-0.0103305785
"2020.6.1","월요일",1273,5160,0.0456169855
"2020.6.2","화요일",1131,5210,0.0558739255
"2020.6.3","수요일",1185,5270,0.0443137255
"2020.6.4","목요일",1160,5250,0.0640460861
"2020.6.5","금요일",1190,5240,0.0180855757
"2020.6.6","토요일",1097,5410.036486,0.0064888248
"2020.6.8","월요일",1201,5770,0.038793806
"2020.6.9","화요일",1126,6130,0.0362055016
"2020.6.10","수요일",1122,6000,0.0614747571
"2020.6.11","목요일",1112,5800,0.0480284977
"2020.6.12","금요일",1228,5500,0.0639921722
"2020.6.13","토요일",1079,5117.420487,0.0661625709
"2020.6.15","월요일",1208,5090,0.1117598
"2020.6.16","화요일",1082,5530,0.0157469145
"2020.6.17","수요일",1134,5480,0.0510818077
"2020.6.18","목요일",1146,5580,0.00966183575
"2020.6.19","금요일",1169,5580,0.0160731169
"2020.6.20","토요일",1034,5685.459666,0
"2020.6.22","월요일",1191,5920,0.0253719954
"2020.6.23","화요일",1100,6130,0.0579161816
"2020.6.24","수요일",1019,6000,0.0466028943
"2020.6.25","목요일",1088,5740,0.0616917532
"2020.6.26","금요일",1120,5880,0.0762391643
"2020.6.27","토요일",1050,5948.669556,0.0556912555
"2020.6.29","월요일",1205,5990,0.0506408909
"2020.6.30","화요일",1275,6100,0.0551257253
"2020.7.1","수요일",1214,5990,0.03125
"2020.7.2","목요일",1143,6050,-0.00037593985
"2020.7.3","금요일",1278,6160,0.0567320261
"2020.7.4","토요일",996,6164.539242,0.0586319218
"2020.7.6","월요일",1333,6080,0.0520877267
"2020.7.7","화요일",1228,6020,0.0383992598
"2020.7.8","수요일",1183,6150,0.0386075949
"2020.7.9","목요일",1326,6150,0.0732600733
"2020.7.10","금요일",1266,6320,0.0699300699
"2020.7.11","토요일",910,6578.623126,0.0528634361
"2020.7.13","월요일",1377,6690,0.0615737474
"2020.7.14","화요일",1096,6630,0.0339454647
"2020.7.15","수요일",1242,6840,0.0551314673
"2020.7.16","목요일",1321,6780,0.0978542797
"2020.7.17","금요일",1240,6700,0.0296591412
"2020.7.18","토요일",1105,6646.724751,0.0236728838
"2020.7.20","월요일",1320,6550,0.00557184751
"2020.7.21","화요일",1253,6440,0.0625717566
"2020.7.22","수요일",1207,6620,0.0322299652
"2020.7.23","목요일",1136,6890,0.0340184266
"2020.7.24","금요일",1216,6750,0.0330261137
"2020.7.25","토요일",889,6866.527806,-0.00458715596
"2020.7.27","월요일",1355,6890,0.0384694933
"2020.7.28","화요일",1197,6790,0.0567817393
"2020.7.29","수요일",1157,7800,0.062816526
"2020.7.30","목요일",1251,7610,0.0737431265
"2020.7.31","금요일",1276,7710,0.0509428652
"2020.8.1","토요일",1290,7491.308118,0.0554879533
"2020.8.3","월요일",1291,7220,0.0537785589
"2020.8.4","화요일",1312,7290,0.0712734104
"2020.8.5","수요일",1291,7160,0.0251876132
"2020.8.6","목요일",1229,7310,0.0412093942
"2020.8.7","금요일",1295,7180,0.0596575709
"2020.8.8","토요일",1271,7246.51298,0.0347778084
"2020.8.10","월요일",1419,7320,0.0432736989
"2020.8.11","화요일",1284,7160,0.039688409
"2020.8.12","수요일",1316,7190,0.0488451763
"2020.8.13","목요일",1247,7150,0.0523065962
"2020.8.14","금요일",1328,6920,0.0613496933
"2020.8.15","토요일",1263,6629.505623,0.0521811154
"2020.8.17","월요일",1424,6416.412567,0.0420330899
"2020.8.18","화요일",1337,6410,0.0489867328
"2020.8.19","수요일",1286,6480,0.0586251303
"2020.8.20","목요일",1283,6040,0.0683340398
"2020.8.21","금요일",1204,6040,0.0439684329
"2020.8.22","토요일",1167,6110.618312,0.0336234177
"2020.8.24","월요일",1424,6260,0.0603031024
"2020.8.25","화요일",1271,6570,0.0519779798
"2020.8.26","수요일",1299,6590,0.030575268
"2020.8.27","목요일",1337,6290,0.0507300793
"2020.8.28","금요일",1318,6350,0.0489105239
"2020.8.29","토요일",1273,6445.556424,0.0742971888
"2020.8.31","월요일",1547,6520,0.0844023711
"2020.9.1","화요일",1279,6630,0.0662805663
"2020.9.2","수요일",1336,6690,0.0539312851
"2020.9.3","목요일",1431,6660,0.0430156421
"2020.9.4","금요일",1363,6570,0.054015544
"2020.9.5","토요일",1152,6623.540896,0.0654651471
"2020.9.7","월요일",1700,6700,0.0374378473
"2020.9.8","화요일",1651,6630,0.0514362877
"2020.9.9","수요일",1459,6560,0.0699902248
"2020.9.10","목요일",1910,6850,0.0702882483
"2020.9.11","금요일",1484,6970,0.0383447997
"2020.9.12","토요일",1584,6928.399558,0.0389399676
"2020.9.14","월요일",1710,6900,0.0505150706
"2020.9.15","화요일",1750,6950,0.0528199671
"2020.9.16","수요일",1803,6840,0.110240278
"2020.9.17","목요일",1702,6710,0.127612502
"2020.9.18","금요일",1909,6980,0.112633246
"2020.9.19","토요일",1289,7104.616061,0.0888070014
"2020.9.21","월요일",2042,6890,0.103920695
"2020.9.22","화요일",1897,6500,0.0920695362
"2020.9.23","수요일",1792,6460,0.0828583859
"2020.9.24","목요일",1565,6240,0.0782277528
"2020.9.25","금요일",1773,6180,0.0779331257
"2020.9.26","토요일",1405,6264.323351,0.0778449579
"2020.9.28","월요일",2001,6430,0.0883250834
