"date","요일","가격","당근거래량","당근_강수량_지속영향_size10","군산대_s4"
"2019.1.9","수요일",884,412552,0.279521759,0.128787879
"2019.1.10","목요일",896,368229,0.205200037,0.201277955
"2019.1.11","금요일",938,329150,0.28844358,0.136044881
"2019.1.12","토요일",938,220298,0.802636187,0
"2019.1.14","월요일",894,305528.5,0.634542802,0.102409639
"2019.1.15","화요일",941,298367,0.781050584,0.0853658537
"2019.1.16","수요일",932,419417,0.641634241,0.193630573
"2019.1.17","목요일",1063,696673,0.613949416,0.193548387
"2019.1.18","금요일",893,459608,0.613949416,0.142241379
"2019.1.19","토요일",968,285852,0.701293774,0.277777778
"2019.1.21","월요일",934,437000,0.612431907,0.0903225806
"2019.1.22","화요일",915,373290,0.189951362,0.1975
"2019.1.23","수요일",944,477647,0.612120623,0.127035831
"2019.1.24","목요일",919,483429,0.091498054,0.167002012
"2019.1.25","금요일",903,503498,0.121731518,0.127764128
"2019.1.26","토요일",940,347305,0.11848249,0.09375
"2019.1.28","월요일",782,695448,0.135622568,0.121568627
"2019.1.29","화요일",897,445188,0.047636187,0.114180479
"2019.1.30","수요일",886,438756,0.139445525,0.109660574
"2019.1.31","목요일",948,444363,2.233297665,0.142414861
"2019.2.1","금요일",912,476462,2.23077821,0.0839694656
"2019.2.2","토요일",887,202126,2.232023346,0.225806452
"2019.2.4","월요일",1029,35400,2.207558366,0.08125
"2019.2.7","목요일",1470,2029,2.643560311,0.109022556
"2019.2.8","금요일",889,285568.5,2.604474708,0.104294479
"2019.2.9","토요일",854,328684.2,2.626099222,0.15
"2019.2.11","월요일",967,543937,2.601624514,0.0987460815
"2019.2.12","화요일",912,470034.3,0.429970817,0.132231405
"2019.2.13","수요일",914,525950,2.601293774,0.0966122961
"2019.2.14","목요일",880,415754,0.432752918,0.125646711
"2019.2.15","금요일",860,429766,0.516916342,0.105154639
"2019.2.16","토요일",856,281075.5,0.105505837,0.109375
"2019.2.18","월요일",912,534145,0.718171206,0.0881392818
"2019.2.19","화요일",821,395933,3.894824903,0.111552203
"2019.2.20","수요일",795,293083,3.902276265,0.128571429
"2019.2.21","목요일",787,188550.5,3.895272374,0.10359408
"2019.2.22","금요일",785,388817,4.00733463,0.153465347
"2019.2.23","토요일",772,327696,3.999153696,0.125984252
"2019.2.25","월요일",719,471067,3.926935798,0.123076923
"2019.2.26","화요일",709,431561,3.994931907,0.143776824
"2019.2.27","수요일",726,345475,3.957743191,0.0963636364
"2019.2.28","목요일",811,679700,0.576167315,0.14213198
"2019.3.1","금요일",732,291488,3.975486381,0.133333333
"2019.3.2","토요일",729,221828,0.461935798,0.0724637681
"2019.3.4","월요일",780,377641.4,0.453521401,0.0785714286
"2019.3.5","화요일",737,378401,0.562733463,0.0991831972
"2019.3.6","수요일",728,256697,1.277519455,0.113207547
"2019.3.7","목요일",726,431425,1.446877432,0.113772455
"2019.3.8","금요일",702,275441,1.2067607,0.0820045558
"2019.3.9","토요일",744,421100,2.391780156,0.121212121
"2019.3.11","월요일",685,582474,2.286011673,0.0865051903
"2019.3.12","화요일",679,471654,2.319883268,0.11747851
"2019.3.13","수요일",669,373676,2.302587549,0.106508876
"2019.3.14","목요일",646,447672,2.325486381,0.130666667
"2019.3.15","금요일",611,484357.4,2.074484436,0.112359551
"2019.3.16","토요일",618,318034.2,2.74979572,0.140350877
"2019.3.18","월요일",726,459837,2.469212062,0.127659574
"2019.3.19","화요일",649,381107.4,1.329688716,0.104545455
"2019.3.20","수요일",700,349485.2,5.178433852,0.107954545
"2019.3.21","목요일",815,308998,4.712363813,0.115053763
"2019.3.22","금요일",842,371250.3,4.738005837,0.0822510823
"2019.3.23","토요일",820,267567.4,4.806673152,0.12371134
"2019.3.25","월요일",852,419018.5,4.129678988,0.143572621
"2019.3.26","화요일",861,381088,4.780398833,0.104776579
"2019.3.27","수요일",839,341945,3.809776265,0.105371901
"2019.3.28","목요일",903,215257,4.481673152,0.0835380835
"2019.3.29","금요일",969,243588,1.117431907,0.108108108
"2019.3.30","토요일",955,234766,3.980214008,0.0902255639
"2019.4.1","월요일",1006,439757,1.516488327,0.095035461
"2019.4.2","화요일",974,404646.5,0.777752918,0.141025641
"2019.4.3","수요일",988,340922,0.986848249,0.0921052632
"2019.4.4","목요일",944,378845,0.777752918,0.0955188679
"2019.4.5","금요일",982,389601,0.723599222,0.0825471698
"2019.4.6","토요일",854,131848,0.667966926,0
"2019.4.8","월요일",986,405946.9,0.937694553,0.126744186
"2019.4.9","화요일",954,271483.3,4.791274319,0.0962343096
"2019.4.10","수요일",976,304230,7.397694553,0.0878552972
"2019.4.11","목요일",987,331134,6.998638132,0.0822561692
"2019.4.12","금요일",978,325992,7.040924125,0.0967741935
"2019.4.13","토요일",877,171291,7.040924125,0.134831461
"2019.4.15","월요일",1048,447795,7.040924125,0.0816618911
"2019.4.16","화요일",1042,358951,6.826498054,0.113933795
"2019.4.17","수요일",1015,471762,7.070019455,0.121347137
"2019.4.18","목요일",1025,298245,2.279075875,0.112413969
"2019.4.19","금요일",1059,315620.5,4.648346304,0.134038801
"2019.4.20","토요일",889,159693,2.284688716,0.123844732
"2019.4.22","월요일",1208,406566.8,0.034708171,0.128489621
"2019.4.23","화요일",1146,326061.8,2.795087549,0.119547658
"2019.4.24","수요일",1252,273524,3.893035019,0.096050707
"2019.4.25","목요일",1201,309794,4.861235409,0.110795455
"2019.4.26","금요일",1160,312827.6,6.480029183,0.0976331361
"2019.4.27","토요일",1109,218672.4,6.52233463,0.0930232558
"2019.4.29","월요일",1249,409755.8,10.25719844,0.123501199
"2019.4.30","화요일",1257,460581.5,10.31163424,0.10608914
"2019.5.1","수요일",1091,411441,10.31635214,0.103081828
"2019.5.2","목요일",1097,465010.5,7.593093385,0.106132075
"2019.5.3","금요일",1012,371856,9.170953307,0.101604278
"2019.5.4","토요일",994,187144.2,6.624892996,0.0976863753
"2019.5.6","월요일",1059,438177,4.847723735,0.1078125
"2019.5.7","화요일",1028,351721,5.514202335,0.0759911894
"2019.5.8","수요일",938,403272,0.115116732,0.126447876
"2019.5.9","목요일",934,336872.4,3.807159533,0.149503722
"2019.5.10","금요일",1078,307505,0.101906615,0.0901525659
"2019.5.11","토요일",940,170004,0.042752918,0.0757238307
"2019.5.13","월요일",1019,352538,0.05729572,0.0999275887
"2019.5.14","화요일",1033,382294.6,0.169669261,0.113375131
"2019.5.15","수요일",984,304392,0.126916342,0.103709949
"2019.5.16","목요일",1025,328167,0.169669261,0.115616911
"2019.5.17","금요일",1119,441563,2.667937743,0.115456238
"2019.5.18","토요일",943,151618.6,13.18503891,0.116504854
"2019.5.20","월요일",1117,375385.2,13.39093385,0.0911701364
"2019.5.21","화요일",1077,332850,13.39093385,0.131713555
"2019.5.22","수요일",1036,328591.4,13.37639105,0.122580645
"2019.5.23","목요일",1061,399618,13.27856031,0.102222222
"2019.5.24","금요일",1020,331443,13.37639105,0.103519669
"2019.5.25","토요일",953,180469.7,13.26401751,0.142857143
"2019.5.27","월요일",984,420990.5,18.42333658,0.108799049
"2019.5.28","화요일",1021,289009.1,10.44725681,0.102495544
"2019.5.29","수요일",991,362460.5,18.21744163,0.107843137
"2019.5.30","목요일",985,312441,7.909105058,0.125514403
"2019.5.31","금요일",1077,475701.5,7.824581712,0.133738602
"2019.6.1","토요일",947,183976.8,7.824581712,0.0722891566
"2019.6.3","월요일",1042,450613.7,7.824581712,0.0968366688
"2019.6.4","화요일",998,360144,7.824581712,0.138651472
"2019.6.5","수요일",932,413643.6,0.124241245,0.17593985
"2019.6.6","목요일",1010,500582,12.10151751,0.0898876404
"2019.6.7","금요일",952,282364.6,9.246264591,0.101149425
"2019.6.8","토요일",865,147734,9.273579767,0.0563380282
"2019.6.10","월요일",1034,329569.5,9.665924125,0.094
"2019.6.11","화요일",969,378040,9.828599222,0.0996602492
"2019.6.12","수요일",986,341084,9.707227626,0.0923009624
"2019.6.13","목요일",976,338130,9.707227626,0.0941271118
"2019.6.14","금요일",994,339703.9,12.61032101,0.1344
"2019.6.15","토요일",905,171422,9.394406615,0.0880503145
"2019.6.17","월요일",1142,517356.4,8.826585603,0.108781127
"2019.6.18","화요일",1004,390862.5,9.992821012,0.107721046
"2019.6.19","수요일",992,521217.8,4.985223735,0.119023398
"2019.6.20","목요일",1020,381240,5.421712062,0.107263514
"2019.6.21","금요일",958,392312,5.477607004,0.107449857
"2019.6.22","토요일",851,129245.5,5.724357977,0.119113573
"2019.6.24","월요일",1010,387673.5,2.840029183,0.13933121
"2019.6.25","화요일",949,418386.1,4.682101167,0.135947712
"2019.6.26","수요일",863,394842.5,16.75876459,0.136413641
"2019.6.27","목요일",974,306851.8,17.89419261,0.118946474
"2019.6.28","금요일",956,382007.2,18.33572957,0.0963172805
"2019.6.29","토요일",866,149114.4,22.6954572,0.0775510204
"2019.7.1","월요일",1056,386754.9,22.06050584,0.0909090909
"2019.7.2","화요일",929,323766.4,22.29312257,0.13429368
"2019.7.3","수요일",937,421067.6,22.0497179,0.137211855
"2019.7.4","목요일",895,334756.5,21.77755837,0.117105813
"2019.7.5","금요일",926,280943,7.840817121,0.136318408
"2019.7.6","토요일",757,119910.8,18.9383463,0.0992366412
"2019.7.8","월요일",977,349190.7,8.095136187,0.109243697
"2019.7.9","화요일",865,413959,0.914173152,0.118707739
"2019.7.10","수요일",921,388429.8,14.30296693,0.115777526
"2019.7.11","목요일",841,248499.3,13.23607977,0.105642257
"2019.7.12","금요일",905,295820.4,13.1283463,0.127208481
"2019.7.13","토요일",789,166266.4,15.68942607,0.0967741935
"2019.7.15","월요일",940,393404.5,18.08839494,0.107053942
"2019.7.16","화요일",936,388203.2,18.93555447,0.14953271
"2019.7.17","수요일",978,332605.3,19.38830739,0.127929688
"2019.7.18","목요일",902,265629.2,26.1498249,0.114904793
"2019.7.19","금요일",863,315140.8,31.24776265,0.0990466102
"2019.7.20","토요일",675,122256.2,50.78931907,0.130612245
"2019.7.22","월요일",916,432980,48.95620623,0.142478463
"2019.7.23","화요일",854,396732,43.11507782,0.103196347
"2019.7.24","수요일",785,352245.6,43.1845428,0.140540541
"2019.7.25","목요일",818,234241.3,43.69857977,0.14416476
"2019.7.26","금요일",905,254373.2,44.73952335,0.14841629
"2019.7.27","토요일",787,122619.4,39.56845331,0.131868132
"2019.7.29","월요일",879,347951.4,30.96276265,0.141935484
"2019.7.30","화요일",841,288822.3,24.74594358,0.117907148
"2019.7.31","수요일",1074,429058,21.43,0.116357504
"2019.8.1","목요일",892,376657.5,11.95950389,0.113616652
"2019.8.2","금요일",857,246136.8,8.014727626,0.118251928
"2019.8.3","토요일",746,13659,6.551245136,0.0814814815
"2019.8.5","월요일",950,328049.5,4.822412451,0.081027668
"2019.8.6","화요일",779,391048.5,7.702821012,0.122362869
"2019.8.7","수요일",843,288315.7,9.931780156,0.108521486
"2019.8.8","목요일",829,321823,9.345136187,0.120625465
"2019.8.9","금요일",859,274254.9,8.489873541,0.14683153
"2019.8.10","토요일",775,162753.1,8.667003891,0.0930232558
"2019.8.12","월요일",855,420931.4,10.24562257,0.117721519
"2019.8.13","화요일",877,292051.7,9.623005837,0.101573677
"2019.8.14","수요일",839,336769.5,9.581809339,0.135080645
"2019.8.15","목요일",851,243027,13.86376459,0.102739726
"2019.8.16","금요일",954,295402.4,12.19356031,0.134344529
"2019.8.17","토요일",820,166159.8,13.41273346,0.132183908
"2019.8.19","월요일",1072,473633.6,10.00613813,0.0991080278
"2019.8.20","화요일",864,320152.1,9.204173152,0.135351736
"2019.8.21","수요일",911,299411.5,9.620301556,0.131991051
"2019.8.22","목요일",935,311257,16.56248054,0.132440476
"2019.8.23","금요일",873,322557.3,14.67858949,0.117059243
"2019.8.24","토요일",790,162705.3,8.293346304,0.130111524
"2019.8.26","월요일",857,502734.6,14.99431907,0.113669065
"2019.8.27","화요일",792,469148.2,15.89384241,0.132553606
"2019.8.28","수요일",756,460024.5,20.1325,0.12470024
"2019.8.29","목요일",855,376765.3,24.44363813,0.105462822
"2019.8.30","금요일",846,278312,22.20586576,0.118446602
"2019.8.31","토요일",791,163956.4,19.20995136,0.132450331
"2019.9.2","월요일",980,550389,25.40113813,0.12755102
"2019.9.3","화요일",932,514404,23.73535019,0.156032849
"2019.9.4","수요일",899,443084,27.67430934,0.129411765
"2019.9.5","목요일",918,363345,25.42991245,0.137042062
"2019.9.6","금요일",1061,495170.8,31.68381323,0.127877238
"2019.9.7","토요일",836,251988.4,28.81624514,0.111553785
"2019.9.9","월요일",1006,501081.2,30.93632296,0.143039049
"2019.9.10","화요일",1032,534647.2,28.76557393,0.155719139
"2019.9.11","수요일",1031,417651,27.84883268,0.160330579
"2019.9.12","목요일",821,35430.4,28.19621595,0.131274131
"2019.9.16","월요일",916,299809,23.72131323,0.117378049
"2019.9.17","화요일",1059,511955.1,21.02152724,0.144369586
"2019.9.18","수요일",908,401783,15.54132296,0.128440367
"2019.9.19","목요일",996,433355.4,12.1567607,0.112010796
"2019.9.20","금요일",825,416589.8,9.376089494,0.0996677741
"2019.9.21","토요일",855,239266.8,18.52026265,0.0344827586
"2019.9.23","월요일",913,290736.9,16.43438716,0.170731707
"2019.9.24","화요일",853,427586.3,15.80714008,0.179417739
"2019.9.25","수요일",956,382263.8,14.14308366,0.173352436
"2019.9.26","목요일",916,329158.7,13.5280642,0.110845295
"2019.9.27","금요일",1009,424739,15.52054475,0.140591966
"2019.9.28","토요일",915,226556.3,16.20527237,0.111702128
"2019.9.30","월요일",1089,552039.4,17.21864786,0.103488372
"2019.10.1","화요일",910,560736.1,7.761906615,0.113995485
"2019.10.2","수요일",944,363122,45.84518482,0.099378882
"2019.10.3","목요일",784,258471.5,39.11457198,0.114173228
"2019.10.4","금요일",740,232470.6,38.94668288,0.100286533
"2019.10.5","토요일",729,202121.5,39.80373541,0.0615384615
"2019.10.7","월요일",1116,393575.1,38.86383268,0.148320896
"2019.10.8","화요일",985,394680,40.13502918,0.149425287
"2019.10.9","수요일",1010,410235.4,37.78386187,0.128787879
"2019.10.10","목요일",1155,315468.1,34.36162451,0.135135135
"2019.10.11","금요일",988,410612,12.05820039,0.125874126
"2019.10.12","토요일",892,143209.5,27.00043774,0.09375
"2019.10.14","월요일",1168,374366.6,9.503258755,0.0977777778
"2019.10.15","화요일",1152,370076.7,2.718715953,0.122112211
"2019.10.16","수요일",1148,365990.7,2.577431907,0.122605364
"2019.10.17","목요일",1229,411700.2,2.692480545,0.102819237
"2019.10.18","금요일",1176,328828.2,3.392412451,0.110932476
"2019.10.19","토요일",1011,163932.7,3.415544747,0.1171875
"2019.10.21","월요일",1412,407069.4,3.409844358,0.128275862
"2019.10.22","화요일",1302,390257.5,3.428005837,0.150793651
"2019.10.23","수요일",1328,364587.1,2.229747082,0.130498534
"2019.10.24","목요일",1075,516137.2,4.016536965,0.0751072961
"2019.10.25","금요일",1263,303851.3,3.284708171,0.0896226415
"2019.10.26","토요일",852,137126.8,2.859143969,0.0941176471
"2019.10.28","월요일",1140,446902.8,1.177889105,0.120826709
"2019.10.29","화요일",1263,367587.1,2.925924125,0.123505976
"2019.10.30","수요일",1009,242595.8,1.236780156,0.1
"2019.10.31","목요일",1436,355268.4,1.190856031,0.100263852
"2019.11.1","금요일",1324,392205,1.176439689,0.128133705
"2019.11.2","토요일",935,180972.2,0.206264591,0.118421053
"2019.11.4","월요일",1154,399850,1.137889105,0.121863799
"2019.11.5","화요일",1112,365414.7,0.238998054,0.13437058
"2019.11.6","수요일",1018,360707,0.1275,0.117977528
"2019.11.7","목요일",1210,268738,0.10688716,0.119521912
"2019.11.8","금요일",1159,311787.2,0.132976654,0.123434705
"2019.11.9","토요일",849,178088.2,0.111138132,0.0549450549
"2019.11.11","월요일",1173,373173.6,0.185262646,0.143179256
"2019.11.12","화요일",991,291589,0.185262646,0.113673806
"2019.11.13","수요일",1017,277859.7,0.488492218,0.147887324
"2019.11.14","목요일",1036,334817.8,0.546429961,0.133811231
"2019.11.15","금요일",993,287758.6,0.823005837,0.157453936
"2019.11.16","토요일",1082,179659.1,0.848287938,0.115702479
"2019.11.18","월요일",1333,391990.2,3.478336576,0.130127298
"2019.11.19","화요일",1008,273659.9,3.43807393,0.136538462
"2019.11.20","수요일",975,368841,3.401001946,0.122613065
"2019.11.21","목요일",956,285286.6,3.43807393,0.110912343
"2019.11.22","금요일",1000,357277.3,2.999338521,0.125827815
"2019.11.23","토요일",987,181711.2,3.367879377,0.104347826
"2019.11.25","월요일",1103,328299.5,3.797062257,0.12244898
"2019.11.26","화요일",992,340134.5,4.405544747,0.0986193294
"2019.11.27","수요일",1091,288208,2.180719844,0.121387283
"2019.11.28","목요일",976,342802.8,5.463190661,0.140807175
"2019.11.29","금요일",1033,325882.1,2.841332685,0.10782241
"2019.11.30","토요일",935,148394.7,2.864163424,0.10915493
"2019.12.2","월요일",1239,325736,2.896712062,0.117006803
"2019.12.3","화요일",1019,328211.2,2.906128405,0.112396694
"2019.12.4","수요일",1035,313688,1.799484436,0.107086614
"2019.12.5","목요일",884,376938,2.594105058,0.15
"2019.12.6","금요일",903,299120.5,1.099503891,0.121008403
"2019.12.7","토요일",886,188119.5,0.78286965,0.102040816
"2019.12.9","월요일",1150,321540.2,0.800175097,0.131182796
"2019.12.10","화요일",1045,331317.4,0.129776265,0.0998810939
"2019.12.11","수요일",1052,314502.9,0.14516537,0.126182965
"2019.12.12","목요일",1021,290121,0.135486381,0.131332083
"2019.12.13","금요일",1090,365093.8,0.12459144,0.14109589
"2019.12.14","토요일",928,189872.6,0.167402724,0.140811456
"2019.12.16","월요일",994,351893.5,0.216381323,0.0884582982
"2019.12.17","화요일",1093,327238.2,1.079348249,0.130136986
"2019.12.18","수요일",908,292600.7,1.219688716,0.128698225
"2019.12.19","목요일",1005,291196.2,1.16881323,0.128125
"2019.12.20","금요일",1005,283986.4,1.190389105,0.135057471
"2019.12.21","토요일",1005,232082.9,1.161468872,0.125
"2019.12.23","월요일",1050,462347.8,1.183054475,0.0904977376
"2019.12.24","화요일",998,274458.5,1.142188716,0.141630901
"2019.12.25","수요일",1104,348039.2,1.148035019,0.0979498861
"2019.12.26","목요일",1126,283378.5,1.515632296,0.16064257
"2019.12.27","금요일",1044,300572.4,2.195359922,0.11747851
"2019.12.28","토요일",818,150359,1.466828794,0.125
"2019.12.30","월요일",1137,397541.9,1.432752918,0.120805369
"2019.12.31","화요일",1173,226734.2,1.46233463,0.128818061
"2020.1.2","목요일",794,15776,1.406449416,0.152173913
"2020.1.3","금요일",1082,499938.2,1.460466926,0.105882353
"2020.1.4","토요일",1168,360325.2,1.383453307,0.112903226
"2020.1.6","월요일",1157,553752.5,1.368302575,0.12244898
"2020.1.7","화요일",1171,473290.5,10.72853684,0.11369509
"2020.1.8","수요일",1200,421552.2,10.92139838,0.103305785
"2020.1.9","목요일",1170,369087.9,10.80339254,0.159874608
"2020.1.10","금요일",1123,332300,10.88447231,0.0977312391
"2020.1.11","토요일",1212,263357.2,10.81026214,0.12145749
"2020.1.13","월요일",1071,577964,10.78151823,0.131506849
"2020.1.14","화요일",1183,404870,11.25552048,0.13091922
"2020.1.15","수요일",1129,490278.5,10.05593386,0.115492958
"2020.1.16","목요일",1126,373886.2,3.102795941,0.095890411
"2020.1.17","금요일",1194,460547,8.815685832,0.10543131
"2020.1.18","토요일",1112,319199,2.351409245,0.151515152
"2020.1.20","월요일",1194,599578,0.930101466,0.108597285
"2020.1.21","화요일",1040,501520,0.923231868,0.12470024
"2020.1.22","수요일",1029,409565.6,3.788147313,0.116216216
"2020.1.23","목요일",855,287028,3.672341225,0.121042831
"2020.1.24","금요일",634,33570,4.384261556,0.0848214286
"2020.1.27","월요일",0,0,9.989409996,0.162790698
"2020.1.28","화요일",870,185585,10.24741826,0.137019231
"2020.1.29","수요일",803,261786,10.38167606,0.115890084
"2020.1.30","목요일",1093,237918.2,10.95780534,0.117056856
"2020.1.31","금요일",991,282391.4,10.6947313,0.108045977
"2020.2.1","토요일",1198,328005.8,7.835655769,0.0974025974
"2020.2.3","월요일",1250,596930.5,10.33083803,0.106930693
"2020.2.4","화요일",1172,504867.7,7.630920707,0.118251928
"2020.2.5","수요일",1099,475903,1.44854566,0.123966942
"2020.2.6","목요일",1069,359812.2,6.851093574,0.0912017167
"2020.2.7","금요일",1040,331709,0.990898159,0.103571429
"2020.2.8","토요일",1051,181170.5,0.336625329,0.0809859155
"2020.2.10","월요일",1070,414745.8,0.602795941,0.135021097
"2020.2.11","화요일",1052,311167.5,0.228342728,0.128939828
"2020.2.12","수요일",1044,382385.2,4.388733559,0.192825112
"2020.2.13","목요일",1054,302663.8,4.361811349,0.148351648
"2020.2.14","금요일",963,345013.8,4.373348365,0.134380454
"2020.2.15","토요일",1045,203574,4.599443818,0.0526315789
"2020.2.17","월요일",1174,338920.2,4.991198797,0.0953895072
"2020.2.18","화요일",1010,184277.8,4.9495528,0.08538163
"2020.2.19","수요일",1035,180147,5.004509583,0.112380952
"2020.2.20","목요일",1116,311000.2,4.837647501,0.156996587
"2020.2.21","금요일",1135,301399,1.101292747,0.137614679
"2020.2.22","토요일",1219,268978,5.387726419,0.0862068966
"2020.2.24","월요일",1138,410587.2,1.240217963,0.09375
"2020.2.25","화요일",1057,383483.4,5.913972191,0.0765606596
"2020.2.26","수요일",1142,401732.5,6.326636603,0.132240437
"2020.2.27","목요일",1118,252269,6.543930853,0.110429448
"2020.2.28","금요일",1131,306700,6.816595265,0.125813449
"2020.2.29","토요일",1205,276750,7.74789177,0.0537634409
"2020.3.2","월요일",1224,421950.8,7.472814731,0.100628931
"2020.3.3","화요일",1144,308634.5,7.553025179,0.1003861
"2020.3.4","수요일",1229,415452,7.467358136,0.103519669
"2020.3.5","목요일",1219,335561,2.317730177,0.140461216
"2020.3.6","금요일",1244,331397.5,6.641307779,0.105943152
"2020.3.7","토요일",1154,254439.8,3.213198046,0.0934579439
"2020.3.9","월요일",1195,347346.6,4.697211575,0.122180451
"2020.3.10","화요일",1164,362038,6.872078166,0.101851852
"2020.3.11","수요일",1087,254845.8,7.106538895,0.132352941
"2020.3.12","목요일",1125,253064,6.197542277,0.120777027
"2020.3.13","금요일",1288,336520,6.164006013,0.0819954128
"2020.3.14","토요일",1430,308645.8,6.160533634,0.0784313725
"2020.3.16","월요일",1302,493085.4,6.262435175,0.0988274707
"2020.3.17","화요일",1339,398708.8,5.330454716,0.121212121
"2020.3.18","수요일",1376,269784.8,3.614393085,0.112456747
"2020.3.19","목요일",1321,297921.1,2.867959414,0.103896104
"2020.3.20","금요일",1414,285274.8,2.696557685,0.131274131
"2020.3.21","토요일",1448,213836,0.346997369,0.120218579
"2020.3.23","월요일",1548,336314.6,0.34274333,0.174876847
"2020.3.24","화요일",1440,309106.2,0.346997369,0.152509653
"2020.3.25","수요일",1513,301069.2,0.246944758,0.106382979
"2020.3.26","목요일",1624,260353.8,4.533799324,0.100917431
"2020.3.27","금요일",1567,282982.2,5.336309658,0.139941691
"2020.3.28","토요일",1424,164207.8,5.592874859,0.0491803279
"2020.3.30","월요일",1908,398652,5.639969936,0.108312343
"2020.3.31","화요일",1674,359503.8,5.460323187,0.0923076923
"2020.4.1","수요일",1716,371067,5.98375047,0.121212121
"2020.4.2","목요일",1796,341795.6,5.823720406,0.0956399437
"2020.4.3","금요일",1639,372113,5.816850808,0.108641975
"2020.4.4","토요일",1243,199475.8,1.606583991,0.0725388601
"2020.4.6","월요일",1798,392831.3,4.944622322,0.0966587112
"2020.4.7","화요일",1404,380165,1.292085682,0.116328709
"2020.4.8","수요일",1400,457832,0.810807967,0.094017094
"2020.4.9","목요일",1405,342946.9,0.446719278,0.102689487
"2020.4.10","금요일",1548,395855.3,0.117151447,0.117647059
"2020.4.11","토요일",1128,142315.8,1.872694476,0.141242938
"2020.4.13","월요일",1470,433134.1,1.52882375,0.103964758
"2020.4.14","화요일",1334,347823,1.52882375,0.126346016
"2020.4.15","수요일",1309,333625,1.52882375,0.119089317
"2020.4.16","목요일",1278,303571.7,1.499842165,0.12817552
"2020.4.17","금요일",1235,229199.8,5.267087561,0.119001919
"2020.4.18","토요일",1168,133499,5.472243517,0.081300813
"2020.4.20","월요일",1718,446333.4,5.614896655,0.099908341
"2020.4.21","화요일",1596,321671.2,4.202254791,0.148339483
"2020.4.22","수요일",1484,458048,5.596001503,0.125726744
"2020.4.23","목요일",1472,371507,4.195903796,0.154867257
"2020.4.24","금요일",1408,294506.2,4.176377302,0.11774461
"2020.4.25","토요일",1314,186947,4.194490793,0.0977443609
"2020.4.27","월요일",1622,539188.4,0.439842165,0.0741410488
"2020.4.28","화요일",1549,511959,4.05264938,0.107549858
"2020.4.29","수요일",1363,377993.2,0.236497557,0.100977199
"2020.4.30","목요일",1349,344318,0.259413754,0.129471891
"2020.5.1","금요일",1342,291912.8,0.056700489,0.149842271
"2020.5.2","토요일",1246,150009.8,1.308117249,0.106666667
"2020.5.4","월요일",1495,520196,1.311739947,0.111390285
"2020.5.5","화요일",1235,450546.5,1.404704998,0.124280783
"2020.5.6","수요일",1234,429930.8,1.384862834,0.092481203
"2020.5.7","목요일",1155,403861,1.404704998,0.0833333333
"2020.5.8","금요일",1109,258034.8,1.775182262,0.131921824
"2020.5.9","토요일",985,144605.8,12.28548666,0.134020619
"2020.5.11","월요일",1160,380585.9,12.30155581,0.161585366
"2020.5.12","화요일",1250,426190.2,11.12254791,0.163875598
"2020.5.13","수요일",1205,367096.4,12.37097332,0.135422827
"2020.5.14","목요일",1237,393342.3,11.01146937,0.118266979
"2020.5.15","금요일",1176,311458,16.05937617,0.120341615
"2020.5.16","토요일",935,213738.4,16.26041338,0.105504587
"2020.5.18","월요일",1201,363758.2,19.60371289,0.142857143
"2020.5.19","화요일",1151,438565.5,12.61550545,0.124056095
"2020.5.20","수요일",1098,312556.1,22.91504697,0.105402542
"2020.5.21","목요일",1096,321371.2,12.34777151,0.111664296
"2020.5.22","금요일",1100,362586.9,12.48187148,0.112219451
"2020.5.23","토요일",1198,180390,12.42458474,0
"2020.5.25","월요일",1263,398419.8,7.491003382,0.099929627
"2020.5.26","화요일",1116,458705,12.27977452,0.119455645
"2020.5.27","수요일",1080,433048.6,3.90007516,0.115583669
"2020.5.28","목요일",1213,347693.4,4.233273206,0.122683142
"2020.5.29","금요일",1109,412596.2,3.381465614,0.106308411
"2020.5.30","토요일",953,147014,0.543915821,0.100719424
"2020.6.1","월요일",1273,479480.9,0.283269448,0.11406578
"2020.6.2","화요일",1131,388315.5,0.374340474,0.133200399
"2020.6.3","수요일",1185,335764.8,0.466696731,0.124893978
"2020.6.4","목요일",1160,308606.5,0.299270951,0.129333333
"2020.6.5","금요일",1190,459261.5,0.452912439,0.115592366
"2020.6.6","토요일",1097,163045,0.37481398,0.118622449
"2020.6.8","월요일",1201,485320,0.381691094,0.13486408
"2020.6.9","화요일",1126,365716,0.31207065,0.111000663
"2020.6.10","수요일",1122,221468,2.04947764,0.128282828
"2020.6.11","목요일",1112,425598.7,3.555182262,0.13662617
"2020.6.12","금요일",1228,359413.1,4.904366779,0.137394686
"2020.6.13","토요일",1079,169585.8,12.95836152,0.131313131
"2020.6.15","월요일",1208,283486.6,12.80608042,0.127610966
"2020.6.16","화요일",1082,392232.2,12.71541526,0.117894737
"2020.6.17","수요일",1134,267341,14.10090943,0.14179259
"2020.6.18","목요일",1146,370639.6,19.76144307,0.124185942
"2020.6.19","금요일",1169,273142,18.68718527,0.116692831
"2020.6.20","토요일",1034,143881.4,18.82970312,0.117136659
"2020.6.22","월요일",1191,404358.6,17.18169109,0.128391167
"2020.6.23","화요일",1100,311701.5,9.199466366,0.122899664
"2020.6.24","수요일",1019,341834,24.7967531,0.120279146
"2020.6.25","목요일",1088,247403.4,19.49807591,0.119178585
