"date","요일","가격","토마토거래량","smartfarm_stock","서울대_s3"
"2019.2.26","화요일",2860,237626.5,5000,0.112781955
"2019.2.27","수요일",2991,296276.1,4930,0.247706422
"2019.2.28","목요일",3024,209335,5225,-0.138888889
"2019.3.1","금요일",3100,346130,5514.061036,0.162790698
"2019.3.2","토요일",3075,332398.5,5558.438828,-0.0126582278
"2019.3.4","월요일",3212,450093.4,5250,0.298642534
"2019.3.5","화요일",2941,308901,4900,0.427682737
"2019.3.6","수요일",3066,347214.8,5400,0.154639175
"2019.3.7","목요일",3126,272832,5050,0.357142857
"2019.3.8","금요일",3010,420526.7,5475,0.356913183
"2019.3.9","토요일",3097,368710,5789.130034,0.310344828
"2019.3.11","월요일",3320,421384,5900,0.194029851
"2019.3.12","화요일",3263,355662.4,6000,0.227586207
"2019.3.13","수요일",3285,359706.5,5750,0.260504202
"2019.3.14","목요일",3336,265669.7,5550,0.301694915
"2019.3.15","금요일",3424,380642.8,5850,0.405405405
"2019.3.16","토요일",3395,367471.6,5738.75154,0.304347826
"2019.3.18","월요일",3499,472061.1,5450,0.361702128
"2019.3.19","화요일",3410,334226,5525,0.131034483
"2019.3.20","수요일",3420,393045.5,5800,0.0801393728
"2019.3.21","목요일",3436,300320,5475,0.096
"2019.3.22","금요일",3285,460491.8,5750,0.24137931
"2019.3.23","토요일",3302,434749.5,5859.00047,0.403508772
"2019.3.25","월요일",3282,609282.1,5950,0.413934426
"2019.3.26","화요일",3156,424272.5,6450,0.237911025
"2019.3.27","수요일",3193,442312.5,7000,0.28125
"2019.3.28","목요일",3405,334881.5,6825,0.335423197
"2019.3.29","금요일",3390,482984.8,6750,0.2
"2019.3.30","토요일",3545,479142.3,7001.368755,0.327433628
"2019.4.1","월요일",3509,660961,7050,0.194719472
"2019.4.2","화요일",3219,455530,6625,0.261904762
"2019.4.3","수요일",3154,481102,6550,0.283154122
"2019.4.4","목요일",3375,360787.5,6475,0.255737705
"2019.4.5","금요일",3305,497717,6500,0.434650456
"2019.4.6","토요일",3370,510860.5,6716.29586,0
"2019.4.8","월요일",3514,643878.8,6850,0.263785395
"2019.4.9","화요일",3296,466220.5,6675,0.246323529
"2019.4.10","수요일",3174,540142.5,6500,0.301115242
"2019.4.11","목요일",3251,392904.5,6450,0.294488189
"2019.4.12","금요일",3217,504334,5900,0.175824176
"2019.4.13","토요일",3220,486220.5,6184.701096,0.184210526
"2019.4.15","월요일",3090,697508,6225,0.394366197
"2019.4.16","화요일",3007,423345,5350,0.253948967
"2019.4.17","수요일",3010,538864.5,5975,0.299831081
"2019.4.18","목요일",3213,389808.5,5925,0.264339152
"2019.4.19","금요일",3230,573144.3,5700,0.263537906
"2019.4.20","토요일",3053,591510.5,5613.968953,0.269276394
"2019.4.22","월요일",2801,838700.4,5650,0.238854998
"2019.4.23","화요일",2454,614047.5,5725,0.274693583
"2019.4.24","수요일",2244,651203.5,5650,0.280943026
"2019.4.25","목요일",2235,492636,5725,0.358910891
"2019.4.26","금요일",2222,631840.3,5900,0.262381454
"2019.4.27","토요일",1985,626191,6065.884643,0.222222222
"2019.4.29","월요일",2014,800633,6175,0.19108826
"2019.4.30","화요일",1882,549006,6200,0.284804368
"2019.5.1","수요일",2041,517597.9,6166.197135,0.253731343
"2019.5.2","목요일",2225,469413.5,6175,0.269624573
"2019.5.3","금요일",2226,617690.2,6275,0.431693989
"2019.5.4","토요일",2364,585534,6305.99493,0.286624204
"2019.5.6","월요일",2209,851099.5,6316.591881,0.169354839
"2019.5.7","화요일",2155,551900,6425,0.116816431
"2019.5.8","수요일",2033,663739,6400,0.190168176
"2019.5.9","목요일",2094,592664,5600,0.234848485
"2019.5.10","금요일",1872,798235.5,5850,0.175965665
"2019.5.11","토요일",1720,740586,5987.400203,0.318327974
"2019.5.13","월요일",1709,912934.2,5950,0.254
"2019.5.14","화요일",1596,592726.3,5950,0.21595092
"2019.5.15","수요일",1612,649484,5650,0.211267606
"2019.5.16","목요일",1548,585971.5,5900,0.214285714
"2019.5.17","금요일",1487,698462.5,5525,0.309012876
"2019.5.18","토요일",1405,633477,5529.50314,0.352112676
"2019.5.20","월요일",1335,966384.6,5825,0.0402144772
"2019.5.21","화요일",1328,666712.5,5800,0.269922879
"2019.5.22","수요일",1327,713011,5275,0.25
"2019.5.23","목요일",1397,601225,5375,0.211221122
"2019.5.24","금요일",1335,656524.5,5100,0.263456091
"2019.5.25","토요일",1339,545038.5,5061.562636,0.0144927536
"2019.5.27","월요일",1315,794175.1,5200,0.192810458
"2019.5.28","화요일",1403,482576.5,5200,0.167088608
"2019.5.29","수요일",1438,670436,5125,0.213333333
"2019.5.30","목요일",1440,592521,5150,0.265625
"2019.5.31","금요일",1481,705625,5150,0.0661764706
"2019.6.1","토요일",1493,634546,5146.637302,0.352380952
"2019.6.3","월요일",1378,946945.5,5150,0.221693625
"2019.6.4","화요일",1360,587259,5150,0.14586071
"2019.6.5","수요일",1416,570990,5150,0.175983437
"2019.6.6","목요일",1431,464944,5194.287687,0.270072993
"2019.6.7","금요일",1404,569741,5250,0.301075269
"2019.6.8","토요일",1412,586256,5286.443896,0.363636364
"2019.6.10","월요일",1307,1020221,5375,0.146478873
"2019.6.11","화요일",1313,687817,5550,0.229437229
"2019.6.12","수요일",1232,667350,5750,0.0510795155
"2019.6.13","목요일",1324,548245.5,6200,0.178516624
"2019.6.14","금요일",1272,581142,6375,0.131274131
"2019.6.15","토요일",1250,588583.5,6211.822903,0.102439024
"2019.6.17","월요일",1239,825513,6000,0.111486486
"2019.6.18","화요일",1238,614593.5,6000,0.315499607
"2019.6.19","수요일",1195,630099,6125,0.19078105
"2019.6.20","목요일",1192,555138,6150,0.233261339
"2019.6.21","금요일",1162,653307,6225,0.105492589
"2019.6.22","토요일",1034,603513,6241.90023,0.082437276
"2019.6.24","월요일",1036,824705,6250,0.127272727
"2019.6.25","화요일",998,559587.5,6225,0.157731158
"2019.6.26","수요일",979,540917,6000,0.12195122
"2019.6.27","목요일",977,384571,6300,0.225556631
"2019.6.28","금요일",963,481717,6150,0.111111111
"2019.6.29","토요일",943,500661.5,5885.916623,-0.0802139037
"2019.7.1","월요일",949,689279,5750,0.193706981
"2019.7.2","화요일",976,454530,5750,0.257584771
"2019.7.3","수요일",1022,470880.5,5800,0.196290572
"2019.7.4","목요일",1075,365410,6150,0.214285714
"2019.7.5","금요일",1084,398198,6000,0.177545692
"2019.7.6","토요일",1104,424102,5996.843152,0.208791209
"2019.7.8","월요일",1106,586964,6000,0.220489978
"2019.7.9","화요일",1184,428759.5,5850,0.212698413
"2019.7.10","수요일",1182,440960,6150,0.216174184
"2019.7.11","목요일",1249,369286,6200,0.0411392405
"2019.7.12","금요일",1221,398132,6250,0.128089888
"2019.7.13","토요일",1117,465965.2,6239.816647,0.142857143
"2019.7.15","월요일",1095,537377,6250,0.226130653
"2019.7.16","화요일",1106,320519,6350,0.177001127
"2019.7.17","수요일",1137,295762,6350,0.338636364
"2019.7.18","목요일",1192,259161.2,6400,0.195121951
"2019.7.19","금요일",1219,288076,6500,0.186875892
"2019.7.20","토요일",1205,290020,6662.555725,0.0230414747
"2019.7.22","월요일",1287,413777,6750,0.221658206
"2019.7.23","화요일",1342,298040,6750,0.276346604
"2019.7.24","수요일",1338,337285,7000,0.220588235
"2019.7.25","목요일",1412,300280,7050,0.186640472
"2019.7.26","금요일",1330,342890,7275,0.111342352
"2019.7.27","토요일",1183,381466,7187.032691,0.2
"2019.7.29","월요일",1087,555141,7000,0.255434783
"2019.7.30","화요일",1022,386254,7025,0.244755245
"2019.7.31","수요일",982,391912,7000,0.230068337
"2019.8.1","목요일",962,389452.5,6975,0.0882956879
"2019.8.2","금요일",974,399899,7000,0.139285714
"2019.8.3","토요일",733,119185,6749.404788,0.223529412
"2019.8.5","월요일",933,550383,6575,0.0432801822
"2019.8.6","화요일",1027,357518,6450,0.198529412
"2019.8.7","수요일",1051,322450,5350,0.386340469
"2019.8.8","목요일",1160,316057,5600,0.323502304
"2019.8.9","금요일",1176,388380.5,5900,0.146771037
"2019.8.10","토요일",1046,430980,6297.023228,0.0416666667
"2019.8.12","월요일",1071,534465,6600,0.164133739
"2019.8.13","화요일",1130,443562,6550,0.101626016
"2019.8.14","수요일",1130,410304,6400,0.0945558739
"2019.8.15","목요일",1108,350150.5,5936.252459,0.208695652
"2019.8.16","금요일",1142,374165,5525,0.115853659
"2019.8.17","토요일",1067,498211,5556.407973,-0.0285714286
"2019.8.19","월요일",1062,690498.5,5725,0.236662107
"2019.8.20","화요일",1069,477318,5700,0.161290323
"2019.8.21","수요일",1048,410820,5600,0.306590258
"2019.8.22","목요일",1071,352043.5,5325,0.0671378092
"2019.8.23","금요일",1189,338570,5250,0.122743682
"2019.8.24","토요일",1169,376712,5140.965165,0.123152709
"2019.8.26","월요일",1251,530680,4960,0.0811881188
"2019.8.27","화요일",1294,324729,4810,0.0378787879
"2019.8.28","수요일",1443,307722.4,4870,0.159263272
"2019.8.29","목요일",1591,251770.5,5050,0.265909091
"2019.8.30","금요일",1720,292202,5075,0.151807229
"2019.8.31","토요일",1690,293999,5098.113717,0.130434783
"2019.9.2","월요일",1771,383896,5050,0.118560916
"2019.9.3","화요일",1869,235912,4930,0.188554659
"2019.9.4","수요일",1994,209062,5075,0.101754386
"2019.9.5","목요일",2259,160350,5025,0.125
"2019.9.6","금요일",2740,190228,4980,0.0455259027
"2019.9.7","토요일",2774,242667,4975.651131,0.0843373494
"2019.9.9","월요일",2236,345745,4980,0.113025849
"2019.9.10","화요일",2107,272793,5025,0.112751678
"2019.9.11","수요일",1681,394986.8,5200,0.0362953692
"2019.9.12","목요일",1200,182099,5181.219039,0.279569892
"2019.9.16","월요일",1209,574002,5100,0.180722892
"2019.9.17","화요일",1237,566200,5175,0.00660501982
"2019.9.18","수요일",1325,464323,5300,0.073943662
"2019.9.19","목요일",1325,406666,5200,0.273722628
"2019.9.20","금요일",1484,360181.5,5100,0.181996086
"2019.9.21","토요일",1384,380161,5122.195086,0.164179104
"2019.9.23","월요일",1806,259560,5125,0.0710382514
"2019.9.24","화요일",1763,325750,5025,0.208791209
"2019.9.25","수요일",1926,296518.5,5050,0.178761062
"2019.9.26","목요일",2358,204064,5075,0.13125
"2019.9.27","금요일",2636,240931,5100,0.0980392157
"2019.9.28","토요일",2405,263433,5088.276369,0.265625
"2019.9.30","월요일",2586,277312,5075,0.242105263
"2019.10.1","화요일",2431,235325,5075,0.0455172414
"2019.10.2","수요일",2567,234739,5000,0.170483461
"2019.10.3","목요일",2722,171849,4984.89555,0.163265306
"2019.10.4","금요일",3321,228343,4980,0.0296296296
"2019.10.5","토요일",2901,327485,4909.253733,0.0204081633
"2019.10.7","월요일",2686,432018.5,4860,-0.0727496917
"2019.10.8","화요일",2360,361989,4890,-0.0534759358
"2019.10.9","수요일",2240,314975.5,4863.227742,0.0526315789
"2019.10.10","목요일",2169,296451,4925,0.118881119
"2019.10.11","금요일",2135,310760,5200,0.218508997
"2019.10.12","토요일",1904,300604,5438.901276,0.268292683
"2019.10.14","월요일",2083,422296,5525,0.0962566845
"2019.10.15","화요일",1873,311255,5425,0.198275862
"2019.10.16","수요일",2079,246475,5275,0.115089514
"2019.10.17","목요일",1889,262161.4,5350,0.205128205
"2019.10.18","금요일",2096,254501.8,5350,0.100642398
"2019.10.19","토요일",1981,257323,5243.888207,0.0265486726
"2019.10.21","월요일",2100,281200.2,5100,0.125423729
"2019.10.22","화요일",1989,303186.2,4985,0.355961706
"2019.10.23","수요일",2067,212542.2,4885,0.100917431
"2019.10.24","목요일",2026,222441,4790,-0.0148975791
"2019.10.25","금요일",2200,232179,5400,0.191740413
"2019.10.26","토요일",2037,238875,5609.427847,0.123076923
"2019.10.28","월요일",2236,262032,5475,0.0240963855
"2019.10.29","화요일",2068,262214,5375,0.0816326531
"2019.10.30","수요일",2209,201896,5250,0.125874126
"2019.10.31","목요일",2161,190533,5200,0.346086957
"2019.11.1","금요일",2346,205327,5150,0.38047138
"2019.11.2","토요일",2284,187225,5172.161092,0.0081300813
"2019.11.4","월요일",2513,237429,5200,0.291479821
"2019.11.5","화요일",2360,201643,5150,0.260273973
"2019.11.6","수요일",2605,161427,5125,0.0975609756
"2019.11.7","목요일",2545,154221,5275,0.19338843
"2019.11.8","금요일",2618,230660.2,5300,0.0851581509
"2019.11.9","토요일",2418,186151,5346.909619,-0.0574712644
"2019.11.11","월요일",2205,308900,5425,0.307917889
"2019.11.12","화요일",2476,173034,5425,0.253187614
"2019.11.13","수요일",2732,164591.2,5325,0.374558304
"2019.11.14","목요일",2657,133867,5625,0.0474820144
"2019.11.15","금요일",2763,181309,5650,0.253493014
"2019.11.16","토요일",2441,182526,5546.742121,0.0909090909
"2019.11.18","월요일",2491,253584.6,5425,0.0998248687
"2019.11.19","화요일",2537,165812,5325,0.18
"2019.11.20","수요일",2640,156238,5250,0.198855508
"2019.11.21","목요일",2556,98265,5075,0.199084668
"2019.11.22","금요일",2581,228614,5475,0.0585106383
"2019.11.23","토요일",2526,142515,5494.831659,0.0769230769
"2019.11.25","월요일",2488,254308.8,5325,0.0728291317
"2019.11.26","화요일",2464,178213,5350,0.0898203593
"2019.11.27","수요일",2517,186279,5250,0.40990991
"2019.11.28","목요일",2394,133475,5300,0.254450262
"2019.11.29","금요일",2484,217782,5175,0.151351351
"2019.11.30","토요일",2286,149704.5,5107.402542,0.187772926
"2019.12.2","월요일",2518,226268,5175,0.122278057
"2019.12.3","화요일",2313,160977,5325,0.0814479638
"2019.12.4","수요일",2445,173548,5375,0.170923379
"2019.12.5","목요일",2492,113003,5275,0.0347826087
"2019.12.6","금요일",2489,197370.5,5350,0.12849162
"2019.12.7","토요일",2480,126756,5339.539371,0.0476190476
"2019.12.9","월요일",2645,219962,5275,0.205263158
"2019.12.10","화요일",2476,170093,5275,0.0403726708
"2019.12.11","수요일",2564,174267,5300,0.311787072
"2019.12.12","목요일",2644,142771,5300,0.301886792
"2019.12.13","금요일",2631,220830.3,5325,0.228668942
"2019.12.14","토요일",2508,148524,5351.035531,0.0991501416
"2019.12.16","월요일",2450,263210,5325,0.150234742
"2019.12.17","화요일",2371,172232.5,5250,0.283333333
"2019.12.18","수요일",2255,192878.2,5275,0.16036036
"2019.12.19","목요일",2551,135739,5350,0.08
"2019.12.20","금요일",2346,246531.2,5500,0.0486111111
"2019.12.21","토요일",2237,140801.2,5442.501247,0.120879121
"2019.12.23","월요일",2512,234788,5325,0.179190751
"2019.12.24","화요일",2329,195039.5,5350,0.197889182
"2019.12.25","수요일",2417,135916,5412.310905,0.424561404
"2019.12.26","목요일",2660,130703.6,5450,0.37755102
"2019.12.27","금요일",2493,220749.2,5450,0.299270073
"2019.12.28","토요일",2359,129300,5470.192781,0.234042553
"2019.12.30","월요일",2479,229364.9,5600,0.212355212
"2019.12.31","화요일",2360,189713.2,5846.790597,0.270664506
"2020.1.2","목요일",2208,24946,5875,0.283236994
"2020.1.3","금요일",2437,290136.1,5525,0.173076923
"2020.1.4","토요일",2500,131631.4,5440.060784,0.181818182
"2020.1.6","월요일",2532,211285.3,5550,0.19138756
"2020.1.7","화요일",2455,155575.4,5525,0.143925234
"2020.1.8","수요일",2789,126560.1,5250,0.263969171
"2020.1.9","목요일",2910,85578,5350,0.116981132
"2020.1.10","금요일",2998,164955.5,5450,0.0821917808
"2020.1.11","토요일",3320,115404,5435.308462,0.232758621
"2020.1.13","월요일",3419,224164.1,5425,0.280507132
"2020.1.14","화요일",3462,175483.2,5475,0.0848708487
"2020.1.15","수요일",3270,159865.4,5425,0.201581028
"2020.1.16","목요일",3204,123709.6,5425,0.131832797
"2020.1.17","금요일",2942,226354.5,5425,0.0909090909
"2020.1.18","토요일",2828,128486.7,5418.202054,0.0666666667
"2020.1.20","월요일",2796,263189.9,5350,0.178654292
"2020.1.21","화요일",2793,166236.7,5225,0.147887324
"2020.1.22","수요일",2866,167177.7,5275,0.1796875
"2020.1.23","목요일",2305,224703,5400,0.175059952
"2020.1.24","금요일",2055,85457.5,5374.050313,-0.0409356725
"2020.1.27","월요일",1884,370,5271.7898,0.165432099
"2020.1.28","화요일",2451,193784.7,5250,0.227848101
"2020.1.29","수요일",2404,289896.9,5300,0.312302839
"2020.1.30","목요일",2416,162502,5075,0.0489236791
"2020.1.31","금요일",2601,219090.3,5075,0.234375
"2020.2.1","토요일",2731,166396.1,5103.661415,0.221374046
"2020.2.3","월요일",2731,258996.7,5125,0.282247765
"2020.2.4","화요일",2836,197995.9,5175,0.152238806
"2020.2.5","수요일",2825,174403.8,5200,0.251819505
"2020.2.6","목요일",2884,127856.7,5275,0.285917496
"2020.2.7","금요일",2894,239590.1,5250,0.295007564
"2020.2.8","토요일",2895,161032,5205.804139,0.226890756
"2020.2.10","월요일",2931,285919.3,5200,0.192263936
"2020.2.11","화요일",2906,219998,5200,0.00765306122
"2020.2.12","수요일",3059,191217.6,5075,0.0745614035
"2020.2.13","목요일",3102,140818.9,5100,0.262222222
"2020.2.14","금요일",3165,262181.1,5175,0.101522843
"2020.2.15","토요일",3186,216492.5,5162.844613,0.246376812
"2020.2.17","월요일",3155,350099.2,5075,0.127272727
"2020.2.18","화요일",2912,220177.1,4975,0.0607142857
"2020.2.19","수요일",3087,259571.4,4950,0.164179104
"2020.2.20","목요일",2935,200319.8,4920,0.135371179
"2020.2.21","금요일",3089,300564.1,4835,0.0921985816
"2020.2.22","토요일",2946,262652.5,4663.248387,0
"2020.2.24","월요일",3097,404141.9,4515,0.0456852792
"2020.2.25","화요일",3079,245943.2,4510,0.26916221
"2020.2.26","수요일",3168,255336.8,4570,0.295055821
"2020.2.27","목요일",3277,214217.1,4425,-0.0189393939
"2020.2.28","금요일",3401,291060.1,4330,0.0708215297
"2020.2.29","토요일",3394,257691.5,4389.33385,-0.16
"2020.3.2","월요일",3445,347321.9,4475,0.187692308
"2020.3.3","화요일",3517,233623.9,4500,0.251592357
"2020.3.4","수요일",3667,240711,4620,0.186046512
"2020.3.5","목요일",3847,202146.4,4715,0.267857143
"2020.3.6","금요일",3721,321416.5,4600,-0.0774410774
"2020.3.7","토요일",3832,257813.3,4451.876065,0.169230769
"2020.3.9","월요일",3781,395589.3,4375,0.135514019
"2020.3.10","화요일",3816,259948.7,4335,0.185454545
"2020.3.11","수요일",3922,268085.8,4070,0.164179104
"2020.3.12","목요일",3974,206617.4,3735,0.155405405
"2020.3.13","금요일",4136,323383.4,3395,0.133383572
"2020.3.14","토요일",4015,293149.8,3267.305981,0.0112359551
"2020.3.16","월요일",3916,492300.4,3250,0.108108108
"2020.3.17","화요일",3725,316239.3,3180,0.0434782609
"2020.3.18","수요일",3721,324519.7,2920,0.176755448
"2020.3.19","목요일",4009,284101.7,2413,0.255474453
"2020.3.20","금요일",3568,413685.1,2850,0.126245847
"2020.3.21","토요일",3626,361281.8,2975.890888,0.165467626
"2020.3.23","월요일",3463,580112.1,2925,0.268292683
"2020.3.24","화요일",3476,358316.8,3135,0.140271493
"2020.3.25","수요일",3519,395979.2,3215,-0.0490196078
"2020.3.26","목요일",3348,350237.4,3315,0.0921985816
"2020.3.27","금요일",3399,436484.3,3310,0.159817352
"2020.3.28","토요일",3462,361772.5,3416.231299,0.117647059
"2020.3.30","월요일",3432,558161.3,3610,0.181818182
"2020.3.31","화요일",3528,351364.4,3765,0.091234347
"2020.4.1","수요일",3385,377426.7,3810,0.311320755
"2020.4.2","목요일",3623,299734.9,3870,0.0916496945
"2020.4.3","금요일",3536,433729.2,3855,0.134020619
"2020.4.4","토요일",3713,407770,3879.219848,0.0120481928
"2020.4.6","월요일",3651,589012.3,3910,0.212025316
"2020.4.7","화요일",3685,380802.3,3895,0.127868852
"2020.4.8","수요일",3579,477656,3895,0.201133144
"2020.4.9","목요일",3638,347241,3860,0.175097276
"2020.4.10","금요일",3424,547016.9,3860,0.315789474
"2020.4.11","토요일",3296,497421.9,4001.006319,0.056
"2020.4.13","월요일",3359,675460,3625,0.175126904
"2020.4.14","화요일",3283,387434,3855,0.263673469
"2020.4.15","수요일",3116,392853.2,7710,0.233954451
"2020.4.16","목요일",3193,322586.8,4400,0.100323625
"2020.4.17","금요일",3281,312278,4535,0.24537037
"2020.4.18","토요일",3508,369013,4837.0498,0.172413793
"2020.4.20","월요일",3416,592966.5,4465,0.231866825
"2020.4.21","화요일",3262,362841.9,4370,0.216117216
"2020.4.22","수요일",3368,432557.1,4320,0.188059701
"2020.4.23","목요일",3223,383215.5,4390,0.208032129
"2020.4.24","금요일",3131,537526.2,4485,0.253932584
"2020.4.25","토요일",3044,513366,4541.505517,0.223529412
"2020.4.27","월요일",2985,783304,4500,0.0610328638
"2020.4.28","화요일",2931,499729,4455,0.23681257
"2020.4.29","수요일",2785,583281.2,4500,0.267576076
"2020.4.30","목요일",2782,446765,3113.958485,0.223476298
"2020.5.1","금요일",2451,633195.4,1382.056536,0.282157676
"2020.5.2","토요일",2317,518968,1202.876319,0.243243243
"2020.5.4","월요일",1958,935597.8,4475,0.207317073
"2020.5.5","화요일",1651,663772.2,8950,0.128125
"2020.5.6","수요일",1633,714376.9,4525,0.221843003
"2020.5.7","목요일",1555,583102.5,4520,0.214349776
"2020.5.8","금요일",1572,433670.6,4630,0.317073171
"2020.5.9","토요일",1430,683937.1,4813.342723,-0.0238095238
"2020.5.11","월요일",1469,903940.8,5050,0.233103448
"2020.5.12","화요일",1419,670009.6,4975,0.192751236
"2020.5.13","수요일",1469,642106.3,5575,0.147308782
"2020.5.14","목요일",1573,493390.7,6475,0.205276175
"2020.5.15","금요일",1565,642586.6,6300,0.246200608
"2020.5.16","토요일",1596,482549,6443.960178,0.112676056
"2020.5.18","월요일",1621,507615,6725,0.39553429
"2020.5.19","화요일",1659,452344.4,6700,0.173441734
"2020.5.20","수요일",1745,392640.9,6925,0.145833333
"2020.5.21","목요일",1979,296558.4,6875,0.315301391
"2020.5.22","금요일",1917,588140.9,7050,0.266086957
"2020.5.23","토요일",1946,529347.4,7054.958137,0
"2020.5.25","월요일",1946,781294.4,7025,0.322153575
"2020.5.26","화요일",1889,558739.9,7150,0.286929621
"2020.5.27","수요일",1896,549723.6,7125,0.14379622
"2020.5.28","목요일",1906,438000.4,7175,0.0513739546
"2020.5.29","금요일",1851,619940.9,7175,0.296819788
"2020.5.30","토요일",1731,528540,7174.865528,-0.023923445
"2020.6.1","월요일",1656,879290.1,7350,0.102600473
"2020.6.2","화요일",1656,550211.5,7575,0.127173913
"2020.6.3","수요일",1585,666564.7,7200,0.101466627
"2020.6.4","목요일",1564,544947.7,7400,0.138970588
"2020.6.5","금요일",1504,721310.7,7450,0.0398445092
"2020.6.6","토요일",1418,608453.4,7388.070414,0.0147299509
"2020.6.8","월요일",1376,1013151.2,7400,0.0845771144
"2020.6.9","화요일",1316,668352.8,7425,0.0750524109
"2020.6.10","수요일",1276,460653.5,7200,0.137660485
"2020.6.11","목요일",1237,653371.4,7600,0.101426719
"2020.6.12","금요일",1164,813197.2,7375,0.13257882
"2020.6.13","토요일",990,804413,6901.740351,0.141700405
"2020.6.15","월요일",1002,683737.9,6800,0.241007194
"2020.6.16","화요일",964,735671.7,7175,0.0341055341
"2020.6.17","수요일",1008,684187.2,7025,0.111173029
"2020.6.18","목요일",1012,539393.7,6850,0.0212636695
"2020.6.19","금요일",1085,477236.1,6650,0.0358397751
"2020.6.20","토요일",1120,354990.1,6674.476123,0
"2020.6.22","월요일",1194,409964.7,6700,0.0558120017
"2020.6.23","화요일",1326,360588.7,6550,0.125710676
"2020.6.24","수요일",1530,411112.5,6825,0.100105374
"2020.6.25","목요일",1863,304602.5,7450,0.134615385
"2020.6.26","금요일",1888,438896.2,6975,0.1597254
"2020.6.27","토요일",1690,532877,7255.927133,0.124454148
"2020.6.29","월요일",1531,739328.5,7725,0.109695039
"2020.6.30","화요일",1485,261761.5,7500,0.123913043
"2020.7.1","수요일",1470,431411.5,7625,0.0669789227
"2020.7.2","목요일",1489,295112.5,8000,-0.000838222967
"2020.7.3","금요일",1492,455844.2,8350,0.127272727
"2020.7.4","토요일",1541,295699.7,8514.525815,0.135849057
"2020.7.6","월요일",1515,581157.1,8325,0.104
"2020.7.7","화요일",1575,319019.2,7875,0.0893796004
"2020.7.8","수요일",1621,380178.7,7950,0.0849582173
"2020.7.9","목요일",1711,202503.4,8200,0.159744409
"2020.7.10","금요일",1728,339225.2,8350,0.181415929
"2020.7.11","토요일",1884,256599,8332.214368,0.105386417
"2020.7.13","월요일",1679,441704.3,8300,0.108299218
"2020.7.14","화요일",1757,300867.2,8450,0.0729665072
"2020.7.15","수요일",1779,361316.5,8675,0.119852489
"2020.7.16","목요일",1865,293766.5,8550,0.213587236
"2020.7.17","금요일",1978,306560,9325,0.0600775194
"2020.7.18","토요일",2140,198479,9365.639502,0.0503816794
"2020.7.20","월요일",2127,334514.6,8875,0.0129516019
"2020.7.21","화요일",2432,190664.7,8750,0.126695079
"2020.7.22","수요일",2560,172682.2,8950,0.0700483092
"2020.7.23","목요일",2852,196878.2,7800,0.0664718773
"2020.7.24","금요일",2921,240825.5,7650,0.0698051948
"2020.7.25","토요일",2838,274089.5,7618.567631,-0.010989011
"2020.7.27","월요일",2686,438452,7500,0.0858867224
"2020.7.28","화요일",2778,255523.5,7500,0.125420875
"2020.7.29","수요일",2591,239068.5,7425,0.133396765
"2020.7.30","목요일",2482,245685,7150,0.16222031
"2020.7.31","금요일",2611,316323.5,7400,0.11124961
"2020.8.1","토요일",2091,101352.5,7337.964829,0.117346939
"2020.8.3","월요일",2120,541079,7150,0.114624506
"2020.8.4","화요일",1926,329375,7200,0.149140049
"2020.8.5","수요일",1896,324546,7175,0.0549370323
"2020.8.6","목요일",1827,290616.5,7200,0.0919779547
"2020.8.7","금요일",1837,322519,7100,0.126162019
"2020.8.8","토요일",1712,369227.5,7521.475312,0.0747330961
"2020.8.10","월요일",1724,475747.9,8175,0.0935107318
"2020.8.11","화요일",1654,361007,8600,0.0870740941
"2020.8.12","수요일",1766,228843,9000,0.108216907
"2020.8.13","목요일",1826,320832,9175,0.11274946
"2020.8.14","금요일",1879,334093.5,9050,0.1290647
"2020.8.15","토요일",1801,383660.1,15891.23328,0.108200456
"2020.8.17","월요일",1797,483255,18100,0.0915584416
"2020.8.18","화요일",1707,392897,8675,0.106677141
"2020.8.19","수요일",1695,403911,9050,0.128824477
"2020.8.20","목요일",1722,363064,8500,0.147546833
"2020.8.21","금요일",1847,353664,8650,0.101366381
"2020.8.22","토요일",1899,401139,9318.281782,0.0718512257
"2020.8.24","월요일",1940,546412,9725,0.136331939
"2020.8.25","화요일",1998,388199,9850,0.119292651
"2020.8.26","수요일",2053,375508,10350,0.0655343695
"2020.8.27","목요일",2268,280612,10100,0.1119971
"2020.8.28","금요일",2664,240920,9925,0.103532875
"2020.8.29","토요일",3140,333618,9805.837078,0.152892562
"2020.8.31","월요일",2970,430335.5,9925,0.185170807
"2020.9.1","화요일",3155,314110,10325,0.142104603
"2020.9.2","수요일",3055,333594,10375,0.123486683
"2020.9.3","목요일",3113,289658,10750,0.096983195
"2020.9.4","금요일",3360,253417,10850,0.118838992
"2020.9.5","토요일",3246,374089.5,10746.60951,0.134604905
"2020.9.7","월요일",3186,300524,10525,0.0855533896
"2020.9.8","화요일",3249,200435,10250,0.110002625
"2020.9.9","수요일",3410,224589.5,10175,0.144560753
"2020.9.10","목요일",3588,203119,10275,0.155697446
"2020.9.11","금요일",3811,223810,10125,0.0833883388
"2020.9.12","토요일",3964,231096.4,10318.05545,0.0853080569
"2020.9.14","월요일",4359,229464.9,10450,0.110003323
"2020.9.15","화요일",4781,152758,10175,0.114657707
"2020.9.16","수요일",5450,162348.5,10125,0.241914465
"2020.9.17","목요일",7348,129235,9600,0.276641221
