date,요일,가격,유가,대파_가중_강수량,군산대_s1
2019.4.18,목요일,665,71.97,0,0.933333333
2019.4.19,금요일,633,72.80339762,0.01407782,0.790322581
2019.4.20,토요일,593,72.93646097,0.141449066,0.615384615
2019.4.22,월요일,682,74.04,0,0.766467066
2019.4.23,화요일,692,74.51,6.384952007,0.796116505
2019.4.24,수요일,741,74.57,5.197275261,0.688622754
2019.4.25,목요일,717,74.35,5.367292806,0.445378151
2019.4.26,금요일,645,72.15,5.681060997,0.720588235
2019.4.27,토요일,649,72.92085758,0.038775931,0.733333333
2019.4.29,월요일,711,72.04,17.40926824,0.67839196
2019.4.30,화요일,982,72.8,0.146609557,0.649122807
2019.5.1,수요일,994,72.18,0,0.756756757
2019.5.2,목요일,989,70.75,0,0.567010309
2019.5.3,금요일,940,70.85,0,0.736842105
2019.5.4,토요일,1027,71.31605151,0,0.736842105
2019.5.6,월요일,974,71.24,0.132056972,0.546666667
2019.5.7,화요일,920,69.88,0,0.727272727
2019.5.8,수요일,851,70.37,0,0.680555556
2019.5.9,목요일,854,70.39,0,0.782608696
2019.5.10,금요일,930,70.62,0,0.527559055
2019.5.11,토요일,931,70.46346509,0,0.875
2019.5.13,월요일,977,70.23,0.018711941,0.534591195
2019.5.14,화요일,1067,71.24,0.055165652,0.605150215
2019.5.15,수요일,1059,71.77,0,0.596774194
2019.5.16,목요일,1025,72.62,0,0.516339869
2019.5.17,금요일,1014,72.21,3.814480339,0.684210526
2019.5.18,토요일,1182,71.5352978,32.26095572,0.818181818
2019.5.20,월요일,1409,71.97,2.195386521,0.506493506
2019.5.21,화요일,1248,72.18,0,0.547169811
2019.5.22,수요일,1219,70.99,0,0.55
2019.5.23,목요일,1224,67.76,0,0.671232877
2019.5.24,금요일,1159,68.69,0,0.660377358
2019.5.25,토요일,1097,70.07402317,0,1
2019.5.27,월요일,1193,70.11,29.22686552,0.590909091
2019.5.28,화요일,1442,70.11,0,0.453125
2019.5.29,수요일,1365,69.45,0,0.592592593
2019.5.30,목요일,1539,66.87,0.041211683,0.821428571
2019.5.31,금요일,1434,64.49,1.341345856,0.44
2019.6.1,토요일,1415,64.26830837,0,0.647058824
2019.6.3,월요일,1436,61.28,0,0.759398496
2019.6.4,화요일,1414,61.97,0,0.746268657
2019.6.5,수요일,1393,60.63,0,0.511450382
2019.6.6,목요일,1412,61.67,29.35631128,0.533333333
2019.6.7,금요일,1436,63.29,22.21719476,0.529411765
2019.6.8,토요일,1461,60.78966301,0.172752606,1
2019.6.10,월요일,1428,62.29,4.663319228,0.531531532
2019.6.11,화요일,1378,62.29,0.44106719,0.570093458
2019.6.12,수요일,1249,59.97,0,0.33007335
2019.6.13,목요일,1197,61.31,0,0.583596215
2019.6.14,금요일,1093,62.01,4.046372175,0.50617284
2019.6.15,토요일,1177,62.51417435,3.473516359,0.588235294
2019.6.17,월요일,1208,60.94,0.018949324,0.450549451
2019.6.18,화요일,1102,62.14,3.047146248,0.776397516
2019.6.19,수요일,1073,61.82,0.947383631,0.641025641
2019.6.20,목요일,1086,64.45,0,0.722222222
2019.6.21,금요일,1031,65.2,1.081112602,0.602484472
2019.6.22,토요일,1074,64.49449045,0.488275364,0.944444444
2019.6.24,월요일,1064,64.86,0.059613995,0.525423729
2019.6.25,화요일,1094,65.05,0,0.686956522
2019.6.26,수요일,1028,66.49,33.44583548,0.652173913
2019.6.27,목요일,1115,66.55,6.203075653,0.712418301
2019.6.28,금요일,1245,66.55,0.705944886,0.658536585
2019.6.29,토요일,1201,64.52660612,40.35071731,0.333333333
2019.7.1,월요일,1252,65.06,0.883125194,0.594936709
2019.7.2,화요일,1243,62.4,0.076643616,0.695035461
2019.7.3,수요일,1176,63.82,0.003106616,0.709923664
2019.7.4,목요일,1104,63.3,0,0.607717042
2019.7.5,금요일,1051,64.23,0.006873774,0.702702703
2019.7.6,토요일,1066,65.42720168,0.008803798,0.714285714
2019.7.8,월요일,1294,64.11,0.955485602,0.685714286
2019.7.9,화요일,1222,64.16,0.292083806,0.756410256
2019.7.10,수요일,1383,67.01,23.8527299,0.58974359
2019.7.11,목요일,1532,66.52,10.61777273,0.584158416
2019.7.12,금요일,1510,66.72,0.27321705,0.657142857
2019.7.13,토요일,1523,64.50924808,2.681628651,0.285714286
2019.7.15,월요일,1370,66.48,5.830034059,0.554054054
2019.7.16,화요일,1212,64.35,4.96638456,0.74863388
2019.7.17,수요일,1050,63.66,8.080648158,0.704347826
2019.7.18,목요일,1034,61.93,11.17593147,0.469026549
2019.7.19,금요일,1060,62.47,26.94434926,0.601809955
2019.7.20,토요일,1091,63.70140225,60.14539168,0.771428571
2019.7.22,월요일,1343,63.26,2.048642791,0.617021277
2019.7.23,화요일,1152,63.83,0.016905769,0.609022556
2019.7.24,수요일,1043,63.18,0.468283621,0.776
2019.7.25,목요일,1115,63.39,12.69869956,0.872611465
2019.7.26,금요일,1190,63.46,28.39165033,0.622857143
2019.7.27,토요일,1140,63.90402412,14.82650428,0.555555556
2019.7.29,월요일,1526,63.71,0.079616059,0.416666667
2019.7.30,화요일,1375,64.72,1.423294458,0.756097561
2019.7.31,수요일,1254,65.17,9.917937868,0.630769231
2019.8.1,목요일,1779,60.5,5.0100836,0.388888889
2019.8.2,금요일,1410,61.89,0.063350191,0.695652174
2019.8.3,토요일,1314,60.14561081,0.370327175,0.428571429
2019.8.5,월요일,1484,59.81,0.715378264,0.174603175
2019.8.6,화요일,1316,58.94,4.038775931,0.578947368
2019.8.7,수요일,1341,56.23,14.77325833,0.688888889
2019.8.8,목요일,1630,57.38,4.320745175,0.576923077
2019.8.9,금요일,1473,58.53,0.078408504,0.705263158
2019.8.10,토요일,1312,58.60435787,0,0.75
2019.8.12,월요일,1397,58.57,22.95152234,0.514018692
2019.8.13,화요일,1399,61.3,2.339869956,0.638888889
2019.8.14,수요일,1283,59.48,2.153916813,0.514285714
2019.8.15,목요일,1247,58.23,22.71358241,0.741935484
2019.8.16,금요일,1408,58.64,2.043513262,0.79245283
2019.8.17,토요일,1466,59.37629442,2.181566725,0.448275862
2019.8.19,월요일,1434,59.74,0.126896481,0.50877193
2019.8.20,화요일,1383,60.03,0.099442667,0.768707483
2019.8.21,수요일,1185,60.3,7.760646094,0.68
2019.8.22,목요일,1251,59.92,15.46524925,0.479166667
2019.8.23,금요일,1186,59.34,0,0.7375
2019.8.24,토요일,1169,59.94694172,0.0054598,0.707317073
2019.8.26,월요일,1197,58.7,0.57920322,0.563380282
2019.8.27,화요일,1132,59.51,21.11476933,0.716666667
2019.8.28,수요일,1142,60.49,2.593941583,0.789473684
2019.8.29,목요일,1165,61.08,7.941397461,0.614814815
2019.8.30,금요일,1301,60.43,0.237578697,0.625
2019.8.31,토요일,1156,59.79320903,0.01407782,0.538461538
2019.9.2,월요일,1411,58.66,12.94775519,0.6
2019.9.3,화요일,1334,58.26,12.8678295,0.696202532
2019.9.4,수요일,1428,60.7,16.33691815,0.614814815
2019.9.5,목요일,1438,60.95,27.01823718,0.54
2019.9.6,금요일,1163,61.54,6.554845701,0.658119658
2019.9.7,토요일,1157,61.14941468,14.48831665,0.68
2019.9.9,월요일,1533,62.59,11.54404995,0.618768328
2019.9.10,화요일,1664,62.38,26.32507999,0.705660377
2019.9.11,수요일,1882,60.81,9.378491072,0.714285714
2019.9.12,목요일,1351,60.38,6.188079265,0.764705882
2019.9.16,월요일,1585,69.02,0.421539891,0.452631579
2019.9.17,화요일,1364,64.55,0,0.668874172
2019.9.18,수요일,1363,63.6,0,0.603960396
2019.9.19,목요일,1332,64.4,0.006791207,0.640449438
2019.9.20,금요일,1237,64.28,0.012426463,0.466666667
2019.9.21,토요일,1360,64.14537278,43.60914439,0
2019.9.23,월요일,2042,64.77,0.406760244,0.677419355
2019.9.24,화요일,1622,63.1,0,0.501805054
2019.9.25,수요일,1312,62.39,0,0.72173913
2019.9.26,목요일,1268,62.74,0.018639694,0.727272727
2019.9.27,금요일,1205,61.91,2.812158117,0.723577236
2019.9.28,토요일,1128,60.91628559,0.612158117,0.727272727
2019.9.30,월요일,1255,60.78,0.469078336,0.591397849
2019.10.1,화요일,1210,58.89,19.40617195,0.5
2019.10.2,수요일,1345,57.69,104.9960677,0.64
2019.10.3,목요일,1439,57.71,22.64305914,0.862068966
2019.10.4,금요일,1494,58.37,0.189544845,0.764705882
2019.10.5,토요일,1342,58.26858455,2.850201259,0
2019.10.7,월요일,1501,58.35,9.416276189,0.632432432
2019.10.8,화요일,1581,58.24,0.070358138,0.701149425
2019.10.9,수요일,1526,58.32,0,0.529411765
2019.10.10,목요일,1459,59.1,0,0.652173913
2019.10.11,금요일,1427,60.51,0.017607596,0.6
2019.10.12,토요일,1294,58.65910574,0.026411394,0.714285714
2019.10.14,월요일,1354,59.35,3.875673444,0.804878049
2019.10.15,화요일,1277,58.74,0.967447621,0.6875
2019.10.16,수요일,1210,59.42,0,0.677419355
2019.10.17,목요일,1121,59.91,0,0.421052632
2019.10.18,금요일,1169,59.42,2.200970172,0.638888889
2019.10.19,토요일,1219,60.16027887,0.058860564,0.414634146
2019.10.21,월요일,1274,58.96,0,0.533980583
2019.10.22,화요일,1299,59.7,0.009319847,0.888268156
2019.10.23,수요일,1171,61.17,0.043059139,0.760869565
2019.10.24,목요일,1117,61.67,1.192032201,0.655737705
2019.10.25,금요일,1081,62.02,0.324151099,0.726315789
2019.10.26,토요일,1074,61.21165722,0.00703891,0.578947368
2019.10.28,월요일,1200,61.57,0.334379193,0.555555556
2019.10.29,화요일,1312,61.59,0.826029518,0.728813559
2019.10.30,수요일,1345,60.61,0,0.512195122
2019.10.31,목요일,1298,60.23,0,0.604938272
2019.11.1,금요일,1302,61.69,0,0.68627451
2019.11.2,토요일,1320,61.84807175,0,0.684210526
2019.11.4,월요일,1268,62.13,0.446392817,0.628571429
2019.11.5,화요일,1178,62.96,0.003106616,0.727272727
2019.11.6,수요일,1108,61.74,0,0.465346535
2019.11.7,목요일,1086,62.29,0.017607596,0.640449438
2019.11.8,금요일,1063,62.51,0,0.746478873
2019.11.9,토요일,1058,62.24158161,0.114449376,-0.333333333
2019.11.11,월요일,1137,62.18,0.942470843,0.657657658
2019.11.12,화요일,1187,62.06,0,0.573333333
2019.11.13,수요일,1160,62.37,3.245845805,0.858585859
2019.11.14,목요일,1186,62.28,0.054164516,0.544715447
2019.11.15,금요일,1261,63.3,4.301940345,0.553398058
2019.11.16,토요일,1340,62.55986608,0.200392197,0.588235294
2019.11.18,월요일,1307,62.44,13.18235112,0.604166667
2019.11.19,화요일,1388,60.91,0.043678398,0.675675676
2019.11.20,수요일,1334,62.4,0,0.492307692
2019.11.21,목요일,1284,63.97,0,0.714285714
2019.11.22,금요일,1375,63.39,0,0.492537313
2019.11.23,토요일,1272,62.86986794,0.041428424,0.555555556
2019.11.25,월요일,1144,63.65,3.500505728,0.742574257
2019.11.26,화요일,1113,64.27,0.261863969,0.807692308
2019.11.27,수요일,1046,64.06,1.436608525,0.786259542
2019.11.28,목요일,1036,63.87,2.173898235,0.876106195
2019.11.29,금요일,985,62.43,0,0.730769231
2019.11.30,토요일,990,63.1509634,0.177737641,0.6
2019.12.2,월요일,1076,60.92,0.141965115,0.6
2019.12.3,화요일,1202,60.82,0.327618949,0.589041096
2019.12.4,수요일,1171,63,0.1821447,0.75
2019.12.5,목요일,1161,63.39,0,0.888888889
2019.12.6,금요일,1132,64.39,0,0.662337662
2019.12.7,토요일,1123,63.68105755,0.026411394,1
2019.12.9,월요일,1164,64.25,0.178005986,0.587301587
2019.12.10,화요일,1204,64.34,0.582155021,0.457943925
2019.12.11,수요일,1164,63.72,0.220218805,0.703703704
2019.12.12,목요일,1111,64.2,0,0.689320388
2019.12.13,금요일,1062,65.22,0.175436062,0.731958763
2019.12.14,토요일,990,64.96438387,0.416369078,0.924528302
2019.12.16,월요일,979,65.34,0.024852926,0.717647059
2019.12.17,화요일,1002,66.1,3.210806069,0.6875
2019.12.18,수요일,1041,66.17,0.444968521,0.542168675
2019.12.19,목요일,1055,66.54,0,0.727272727
2019.12.20,금요일,1083,66.14,0.032758799,0.627906977
2019.12.21,토요일,1072,66.62809895,0.113695944,0.684210526
2019.12.23,월요일,1023,66.39,0.812901228,0.746031746
2019.12.24,화요일,1066,67.2,0,0.685714286
2019.12.25,수요일,1037,67.30720175,0.009319847,0.736842105
2019.12.26,목요일,1024,67.92,1.550438642,0.783783784
2019.12.27,금요일,1029,68.16,0.010145526,0.727272727
2019.12.28,토요일,1120,67.7250066,0,0.75
2019.12.30,월요일,1319,68.44,0.53970482,0.759259259
2019.12.31,화요일,1470,66,0.134430798,0.58
2020.1.2,목요일,1188,66.25,0,0.671641791
2020.1.3,금요일,1220,68.6,0,0.655172414
2020.1.4,토요일,1190,67.51585702,0,0.75
2020.1.6,월요일,1218,68.91,10.72603458,0.784615385
2020.1.7,화요일,1356,68.27,44.03907418,0.619834711
2020.1.8,수요일,1187,65.44,6.081695482,0.563218391
2020.1.9,목요일,1027,65.37,0,0.863636364
2020.1.10,금요일,972,64.98,0,0.59375
2020.1.11,토요일,957,65.27827739,0.002755159,0.733333333
2020.1.13,월요일,981,64.2,0.033151143,0.721518987
2020.1.14,화요일,955,64.49,0.190105968,0.75
2020.1.15,수요일,950,64,0,0.523809524
2020.1.16,목요일,971,64.62,0,0.567567568
2020.1.17,금요일,947,64.85,0.545454545,0.641025641
2020.1.18,토요일,904,64.0327057,0.810128277,1
2020.1.20,월요일,890,65.2,0.004071389,0.648648649
2020.1.21,화요일,986,64.59,0,0.773584906
2020.1.22,수요일,999,63.21,6.515248187,0.914893617
2020.1.23,목요일,942,62.04,1.114913553,0.652173913
2020.1.24,금요일,739,60.69,0.824651422,0.333333333
2020.1.27,월요일,880,59.32,14.33714445,0.546666667
2020.1.28,화요일,800,59.51,1.337769102,0.6
2020.1.29,수요일,755,59.81,0.656954824,0.881188119
2020.1.30,목요일,694,58.29,1.361026213,0.75
2020.1.31,금요일,650,58.16,0.020602342,0.433962264
2020.2.1,토요일,727,55.75874762,0,0.263157895
2020.2.3,월요일,927,54.45,0.009693252,0.593984962
2020.2.4,화요일,1085,53.96,0.395783603,0.673469388
2020.2.5,수요일,1110,55.28,0.075672058,0.596491228
2020.2.6,목요일,992,54.93,0.007919688,0.390625
2020.2.7,금요일,799,54.47,0,0.577981651
2020.2.8,토요일,854,54.52803757,0.176486336,0.266666667
2020.2.10,월요일,791,53.27,0,0.868263473
2020.2.11,화요일,811,54.01,0.22601227,0.697841727
2020.2.12,수요일,774,55.79,13.54822086,0.829059829
2020.2.13,목요일,774,56.34,0.114188511,0.634408602
2020.2.14,금요일,740,57.32,0,0.8125
2020.2.15,토요일,680,57.4331819,2.274813162,0.5
2020.2.17,월요일,804,57.67,1.864037925,0.551724138
2020.2.18,화요일,909,57.75,0.061282766,0.766666667
2020.2.19,수요일,887,59.12,0,0.490196078
2020.2.20,목요일,859,59.31,0,0.804878049
2020.2.21,금요일,830,58.5,2.228823201,0.62962963
2020.2.22,토요일,876,57.05583193,1.776486336,0.666666667
2020.2.24,월요일,794,56.3,0.20064696,0.705882353
2020.2.25,화요일,848,54.95,22.71390965,0.558823529
2020.2.26,수요일,852,53.43,1.97977691,0.733333333
2020.2.27,목요일,846,52.18,0.154735081,0.415730337
2020.2.28,금요일,799,50.52,3.037735639,0.620689655
2020.2.29,토요일,728,51.8522613,0.421784718,0.25
2020.3.2,월요일,762,51.9,0.127919688,0.494505495
2020.3.3,화요일,729,51.86,0.023759063,0.402061856
2020.3.4,수요일,719,51.13,0.050150586,0.58490566
2020.3.5,목요일,721,49.99,0,0.6875
2020.3.6,금요일,729,45.27,0,0.387755102
2020.3.7,토요일,741,42.91325054,2.591767987,0.6
2020.3.9,월요일,749,34.36,4.968332404,0.485714286
2020.3.10,화요일,763,37.22,9.438114891,0.621621622
2020.3.11,수요일,769,35.79,0,0.688311688
2020.3.12,목요일,729,33.22,0,0.590551181
2020.3.13,금요일,687,33.85,0.027618516,0.848837209
2020.3.14,토요일,665,30.67493737,0,0.866666667
2020.3.16,월요일,768,30.05,0.33115449,0.5
2020.3.17,화요일,707,28.73,0.105744562,0.666666667
2020.3.18,수요일,677,24.88,0,0.768115942
2020.3.19,목요일,669,28.47,0.141818182,0.68
2020.3.20,금요일,694,26.98,0,0.454545455
2020.3.21,토요일,632,26.57516036,0.496709426,0.538461538
2020.3.23,월요일,685,27.03,0,0.666666667
2020.3.24,화요일,693,27.15,0,0.555555556
2020.3.25,수요일,673,27.39,0.002755159,0.607142857
2020.3.26,목요일,702,26.34,10.96416062,0.80952381
2020.3.27,금요일,649,24.93,5.344528723,0.6
2020.3.28,토요일,714,25.44245936,0.135002789,0.5
2020.3.30,월요일,719,22.76,0,0.7
2020.3.31,화요일,700,22.74,0.011020636,0.5
2020.4.1,수요일,660,24.74,1.027350809,0.75
2020.4.2,목요일,642,29.94,0,0.421052632
2020.4.3,금요일,649,34.11,0,0.344262295
2020.4.4,토요일,638,30.9031208,0,0.0434782609
2020.4.6,월요일,687,33.05,0,0.398230088
2020.4.7,화요일,738,31.87,0.087272727,0.738317757
2020.4.8,수요일,776,32.84,0.163636364,0.644444444
2020.4.9,목요일,795,31.48,0,0.777777778
2020.4.10,금요일,781,32.36463907,0.003993307,0.611111111
2020.4.11,토요일,724,31.74084492,4.706547685,0.384615385
2020.4.13,월요일,784,31.74,0.062465142,0.58778626
2020.4.14,화요일,774,29.6,0,0.72
2020.4.15,수요일,785,27.69,0,0.6
2020.4.16,목요일,814,27.82,0,0.584
2020.4.17,금요일,831,28.08,16.82127161,0.7
2020.4.18,토요일,799,24.94990873,0.877679866,0.80952381
2020.4.20,월요일,814,25.57,0.645755717,0.710526316
2020.4.21,화요일,894,19.33,0.016709426,0.695238095
2020.4.22,수요일,918,20.37,0,0.61849711
2020.4.23,목요일,956,21.33,0,0.707865169
2020.4.24,금요일,951,21.44,0,0.786666667
2020.4.25,토요일,925,20.44056906,0.054545455,1
2020.4.27,월요일,841,19.99,0.180858896,0.392857143
2020.4.28,화요일,886,20.46,0,0.779527559
2020.4.29,수요일,876,22.54,0,0.770491803
2020.4.30,목요일,914,25.27,0,0.544303797
2020.5.1,금요일,864,26.44,0,0.745454545
2020.5.2,토요일,853,26.75100109,1.106636921,0.6
2020.5.4,월요일,1065,27.2,0.010909091,0.816666667
2020.5.5,화요일,1287,30.97,1.047239264,0.84
2020.5.6,수요일,1277,29.72,0,0.540740741
2020.5.7,목요일,1148,29.46,0,0.676056338
2020.5.8,금요일,1017,30.97,3.679821528,0.74025974
2020.5.9,토요일,973,30.52477414,45.45694367,1
2020.5.11,월요일,1043,29.63,0.352816509,0.681528662
2020.5.12,화요일,1099,29.98,0.396196319,0.861386139
2020.5.13,수요일,1238,29.19,0,0.713043478
2020.5.14,목요일,1204,31.13,0,0.8
2020.5.15,금요일,1235,32.5,22.0412493,0.655172414
2020.5.16,토요일,1254,32.7552641,0.953530396,0.80952381
2020.5.18,월요일,1173,34.81,21.40215282,0.603603604
2020.5.19,화요일,1234,34.65,11.89715561,0.729166667
2020.5.20,수요일,1262,35.75,0.643636364,0.912621359
2020.5.21,목요일,1274,36.06,0,0.611510791
2020.5.22,금요일,1297,35.13,0.286090351,0.736263736
2020.5.23,토요일,1347,35.50747134,0.077055215,NA
2020.5.25,월요일,1376,35.53,0.002755159,0.646153846
2020.5.26,화요일,1417,36.17,0.519442276,0.857923497
2020.5.27,수요일,1339,34.74,0.01376464,0.736842105
2020.5.28,목요일,1285,35.29,0.021818182,0.693430657
2020.5.29,금요일,1225,35.33,0,0.395833333
2020.5.30,토요일,1174,37.55570792,0.069325153,0.388888889
2020.6.1,월요일,1286,38.32,0.280368098,0.611594203
2020.6.2,화요일,1342,39.57,0.48775237,0.674681754
2020.6.3,수요일,1350,39.79,0.163123257,0.721925134
2020.6.4,목요일,1283,39.99,0.050128277,0.768762677
2020.6.5,금요일,1195,42.3,0.017836029,0.672222222
2020.6.6,토요일,1107,40.37869665,1.201818182,0.603603604
2020.6.8,월요일,1183,40.8,0,0.621521336
2020.6.9,화요일,1153,41.18,0,0.723163842
2020.6.10,수요일,1032,41.73,10.13350809,0.685185185
2020.6.11,목요일,1125,38.55,5.661293921,0.746556474
2020.6.12,금요일,1257,38.73,14.3014947,0.722095672
2020.6.13,토요일,1415,40.60595343,25.67396542,0.524752475
2020.6.15,월요일,1897,39.72,0.002755159,0.772486772
2020.6.16,화요일,1539,40.96,0,0.594728171
2020.6.17,수요일,1421,40.71,2.877211378,0.72876304
2020.6.18,목요일,1271,41.51,32.70603458,0.71019678
2020.6.19,금요일,1424,42.19,2.205253765,0.661016949
2020.6.20,토요일,1547,41.43323195,0.085677635,0.515151515
2020.6.22,월요일,1341,43.08,0,0.754216867
2020.6.23,화요일,1337,42.63,0,0.703703704
2020.6.24,수요일,1602,40.31,28.998628,0.703703704
2020.6.25,목요일,1548,41.05,4.693742331,0.610315186
2020.6.26,금요일,1379,41.02,0.472225321,0.797014925
2020.6.27,토요일,1204,42.05347005,0.433943112,0.481012658
2020.6.29,월요일,1144,41.71,38.59085332,0.715
2020.6.30,화요일,1167,41.15,35.70263246,0.693181818
2020.7.1,수요일,1200,42.03,1.333095371,0.729281768
2020.7.2,목요일,1235,43.14,0.182744004,0.41031941
2020.7.3,금요일,1065,42.8,7.942565533,0.681681682
2020.7.4,토요일,1081,42.52350397,0.501293921,0.872727273
2020.7.6,월요일,1114,43.1,4.434121584,0.605128205
2020.7.7,화요일,1051,43.08,1.894121584,0.606153846
2020.7.8,수요일,1016,43.29,0.010909091,0.651785714
2020.7.9,목요일,1028,42.35,0.941974345,0.743055556
2020.7.10,금요일,1033,43.24,35.44132738,0.819004525
2020.7.11,토요일,1231,42.90304743,1.69366425,0.578947368
2020.7.13,월요일,1397,42.72,85.0983826,0.732101617
2020.7.14,화요일,1456,42.9,9.986547685,0.714285714
2020.7.15,수요일,1499,43.79,2.820345789,0.721362229
2020.7.16,목요일,1512,43.37,0.592582264,0.834285714
2020.7.17,금요일,1370,43.14,0.540747351,0.606557377
2020.7.18,토요일,1330,43.25181416,1.084394869,0.642857143
2020.7.20,월요일,1254,43.28,7.605298383,0.623188406
2020.7.21,화요일,1088,44.32,6.282643614,0.757869249
2020.7.22,수요일,895,44.29,22.5189961,0.72972973
2020.7.23,목요일,1136,43.31,70.12287786,0.632850242
2020.7.24,금요일,1326,43.34,24.80029002,0.712871287
2020.7.25,토요일,1443,43.62951789,8.424071389,0.485714286
2020.7.27,월요일,1351,43.41,12.11216955,0.516233766
2020.7.28,화요일,1309,43.22,11.91778026,0.393548387
2020.7.29,수요일,1233,43.75,34.35851645,0.512345679
2020.7.30,목요일,1397,42.94,26.42827663,0.583061889
2020.7.31,금요일,1872,43.3,3.488510876,0.544086022
2020.8.1,토요일,1416,44.09587237,13.29937535,0.509025271
2020.8.3,월요일,2017,44.15,26.04031233,0.597033375
2020.8.4,화요일,1807,44.43,16.29348578,0.531449407
2020.8.5,수요일,1871,45.17,21.4075739,0.421555252
2020.8.6,목요일,1878,45.09,36.22651422,0.374117647
2020.8.7,금요일,2588,44.4,43.13988846,0.579514825
2020.8.8,토요일,2119,44.70722364,58.34327942,0.535714286
2020.8.10,월요일,2548,44.99,34.27264919,0.523731588
2020.8.11,화요일,2432,44.5,34.60716118,0.596129032
2020.8.12,수요일,2803,45.43,3.18283324,0.560344828
2020.8.13,목요일,2124,44.96,0.038527607,0.513169846
2020.8.14,금요일,1858,44.8,1.085956497,0.503875969
2020.8.15,토요일,1739,45.31785743,15.10297825,0.447552448
2020.8.17,월요일,2110,45.37,0,0.458422175
2020.8.18,화요일,1852,45.46,0,0.507723996
2020.8.19,수요일,1688,45.37,0,0.495238095
2020.8.20,목요일,1530,44.9,0.567272727,0.625
2020.8.21,금요일,1381,44.35,1.946391523,0.494407159
2020.8.22,토요일,1742,45.4688659,11.27167875,0.491525424
2020.8.24,월요일,2009,45.13,0.009693252,0.587628866
2020.8.25,화요일,1934,45.86,0.631466815,0.556218905
2020.8.26,수요일,1898,45.64,31.37247072,0.526539278
2020.8.27,목요일,1932,45.09,7.813753486,0.505025126
2020.8.28,금요일,2365,45.05,11.90215282,0.528735632
2020.8.29,토요일,1814,44.67439986,15.57965421,0.512195122
2020.8.31,월요일,1799,45.28,2.399040714,0.536480687
2020.9.1,화요일,1559,45.58,0.521885109,0.649792531
2020.9.2,수요일,1678,44.43,71.00880089,0.49784792
2020.9.3,목요일,2160,44.07,44.15131065,0.478134111
2020.9.4,금요일,2880,42.66,0.143201339,0.417624521
2020.9.5,토요일,1888,42.53323693,2.340568879,0.521912351
2020.9.7,월요일,2868,42.01,72.43162298,0.354304636
2020.9.8,화요일,2539,39.78,0.543959844,0.535496957
2020.9.9,수요일,2400,40.79,11.67954267,0.577464789
2020.9.10,목요일,2343,40.06,0.450686001,0.539412674
2020.9.11,금요일,2222,39.83,12.33747909,0.425867508
2020.9.12,토요일,2176,40.59057206,12.48053542,0.387387387
2020.9.14,월요일,2366,39.61,0.033061907,0.515217391
2020.9.15,화요일,2206,40.53,0.017836029,0.453310696
2020.9.16,수요일,2190,42.22,4.114790853,0.647843943
2020.9.17,목요일,2131,43.3,3.080669269,0.726989773
2020.9.18,금요일,2059,43.15,1.443970998,0.726315789
2020.9.19,토요일,2046,41.74861416,1.558918015,0.703703704
2020.9.21,월요일,2028,41.44,0,0.764735837
2020.9.22,화요일,2039,41.72,0.007919688,0.72827952
2020.9.23,수요일,2216,41.77,0.376285555,0.788066139
2020.9.24,목요일,2380,41.94,1.57923034,0.728650333
2020.9.25,금요일,2239,41.92,2.909726715,0.708881283
2020.9.26,토요일,2126,42.14238554,1.414021194,0.686421605
2020.9.28,월요일,2614,42.43,0,0.718547537
